# Input,ChemicalName,ChemicalID,CasRN,GeneSymbol,GeneID,Organism,OrganismID,Interaction,InteractionActions,PubMedIDs
bmp7,11-nor-delta(9)-tetrahydrocannabinol-9-carboxylic acid,C016780,64280-14-4,BMP7,655,Homo sapiens,9606,[Cannabinoids results in increased abundance of 11-nor-delta(9)-tetrahydrocannabinol-9-carboxylic acid] which affects the methylation of BMP7 gene,affects^methylation|increases^abundance,30521419
bmp7,Dexamethasone,D003907,50-02-2,BMP7,655,Mus musculus,10090,[BMP7 protein co-treated with INS1 protein co-treated with Triiodothyronine co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with Indomethacin co-treated with Nicotine] affects the expression of UCP1 mRNA,affects^cotreatment|affects^expression,33091441
bmp7,Dexamethasone,D003907,50-02-2,BMP7,655,Mus musculus,10090,[BMP7 protein co-treated with INS1 protein co-treated with Triiodothyronine co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with Indomethacin co-treated with Nicotine] affects the expression of UCP1 protein,affects^cotreatment|affects^expression,33091441
bmp7,Dexamethasone,D003907,50-02-2,BMP7,655,Mus musculus,10090,[BMP7 protein co-treated with INS1 protein co-treated with Triiodothyronine co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with Indomethacin co-treated with Nicotine] affects the expression of VEGFA mRNA,affects^cotreatment|affects^expression,33091441
bmp7,Dexamethasone,D003907,50-02-2,BMP7,655,Mus musculus,10090,[licarin A affects the susceptibility to [INS protein co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone]] which results in increased expression of BMP7 mRNA,affects^cotreatment|affects^response to substance|increases^expression,29288687
bmp7,Dextran Sulfate,D016264,9042-14-2,BMP7,655,Mus musculus,10090,[titanium dioxide co-treated with Azoxymethane co-treated with Dextran Sulfate] results in decreased expression of BMP7 mRNA,affects^cotreatment|decreases^expression,29950665
bmp7,Dibutyl Phthalate,D003993,84-74-2,BMP7,655,Rattus norvegicus,10116,Dibutyl Phthalate results in decreased expression of BMP7 mRNA,decreases^expression,19464577
bmp7,didecyldimethylammonium,C027118,20256-56-8,BMP7,655,Mus musculus,10090,didecyldimethylammonium results in decreased expression of BMP7 mRNA,decreases^expression,23537712
bmp7,Dietary Fats,D004041,,BMP7,655,Rattus norvegicus,10116,[Ethanol co-treated with Dietary Fats co-treated with Acetylcysteine] results in increased expression of BMP7 mRNA,affects^cotreatment|increases^expression,21051528
bmp7,Diethylnitrosamine,D004052,55-18-5,BMP7,655,Mus musculus,10090,Diethylnitrosamine results in increased expression of BMP7 mRNA,increases^expression,24535843
bmp7,Diethylstilbestrol,D004054,56-53-1,BMP7,655,Oncorhynchus mykiss,8022,Diethylstilbestrol results in decreased expression of BMP7 mRNA,decreases^expression,17823450
bmp7,Dioxins,D004147,,BMP7,655,Danio rerio,7955,Dioxins affects the expression of BMP7 mRNA,affects^expression,20463971
bmp7,Disulfiram,D004221,97-77-8,BMP7,655,Mus musculus,10090,Disulfiram inhibits the reaction [[FSHB protein co-treated with LHB protein co-treated with Testosterone] results in increased expression of BMP7 mRNA],affects^cotreatment|decreases^reaction|increases^expression,22285649
bmp7,dorsomorphin,C516138,,BMP7,655,Homo sapiens,9606,"[NOG protein co-treated with entinostat co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of BMP7 mRNA",affects^cotreatment|increases^expression,27188386
bmp7,dorsomorphin,C516138,,BMP7,655,Homo sapiens,9606,"[NOG protein co-treated with mercuric bromide co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of BMP7 mRNA",affects^cotreatment|increases^expression,27188386
bmp7,dorsomorphin,C516138,,BMP7,655,Homo sapiens,9606,"[NOG protein co-treated with Panobinostat co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of BMP7 mRNA",affects^cotreatment|increases^expression,27188386
bmp7,dorsomorphin,C516138,,BMP7,655,Homo sapiens,9606,"[NOG protein co-treated with Phenylmercuric Acetate co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of BMP7 mRNA",affects^cotreatment|increases^expression,27188386
bmp7,dorsomorphin,C516138,,BMP7,655,Homo sapiens,9606,"[NOG protein co-treated with trichostatin A co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of BMP7 mRNA",affects^cotreatment|increases^expression,27188386
bmp7,dorsomorphin,C516138,,BMP7,655,Homo sapiens,9606,"[NOG protein co-treated with Valproic Acid co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of BMP7 mRNA",affects^cotreatment|increases^expression,27188386
bmp7,Doxorubicin,D004317,23214-92-8,BMP7,655,Homo sapiens,9606,Doxorubicin affects the expression of BMP7 mRNA,affects^expression,29803840
bmp7,EMD 53998,C070609,120223-04-3,BMP7,655,Rattus norvegicus,10116,EMD 53998 analog results in increased expression of BMP7 mRNA,increases^expression,24977338
bmp7,entinostat,C118739,,BMP7,655,Homo sapiens,9606,entinostat results in increased expression of BMP7 mRNA,increases^expression,26272509|27188386
bmp7,entinostat,C118739,,BMP7,655,Homo sapiens,9606,"[NOG protein co-treated with entinostat co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of BMP7 mRNA",affects^cotreatment|increases^expression,27188386
bmp7,epoxiconazole,C109476,,BMP7,655,Mus musculus,10090,epoxiconazole results in decreased expression of BMP7 mRNA,decreases^expression,35436446
bmp7,Estradiol,D004958,50-28-2,BMP7,655,Homo sapiens,9606,BMP7 protein inhibits the reaction [[Estradiol co-treated with Progesterone] results in increased expression of IGFBP1 mRNA],affects^cotreatment|decreases^reaction|increases^expression,20085912
bmp7,Estradiol,D004958,50-28-2,BMP7,655,Homo sapiens,9606,BMP7 protein inhibits the reaction [[Estradiol co-treated with Progesterone] results in increased secretion of IGFBP1 protein],affects^cotreatment|decreases^reaction|increases^secretion,20085912
bmp7,Estradiol,D004958,50-28-2,BMP7,655,Homo sapiens,9606,EGF protein inhibits the reaction [Estradiol results in decreased expression of BMP7 mRNA],decreases^expression|decreases^reaction,24758408
bmp7,Estradiol,D004958,50-28-2,BMP7,655,Homo sapiens,9606,[Estradiol co-treated with Progesterone] results in decreased expression of BMP7 mRNA,affects^cotreatment|decreases^expression,20085912
bmp7,Estradiol,D004958,50-28-2,BMP7,655,Homo sapiens,9606,[Estradiol co-treated with Tetrachlorodibenzodioxin] results in decreased expression of BMP7 mRNA,affects^cotreatment|decreases^expression,19619570
bmp7,Estradiol,D004958,50-28-2,BMP7,655,Homo sapiens,9606,Estradiol results in decreased expression of BMP7 mRNA,decreases^expression,14994273|19167446|24758408
bmp7,Estradiol,D004958,50-28-2,BMP7,655,Homo sapiens,9606,Estradiol results in increased expression of BMP7 mRNA,increases^expression,19619570|31646340
bmp7,Estradiol,D004958,50-28-2,BMP7,655,Mus musculus,10090,Estradiol results in decreased expression of BMP7 mRNA,decreases^expression,14994273
bmp7,Estradiol,D004958,50-28-2,BMP7,655,Mus musculus,10090,Estradiol results in increased expression of BMP7 mRNA,increases^expression,19484750
bmp7,Estradiol,D004958,50-28-2,BMP7,655,Oncorhynchus mykiss,8022,Estradiol results in decreased expression of BMP7 mRNA,decreases^expression,17823450|18709148|21984479
bmp7,Estradiol,D004958,50-28-2,BMP7,655,Rattus norvegicus,10116,[bisphenol A co-treated with Estradiol] results in decreased expression of BMP7 mRNA,affects^cotreatment|decreases^expression,26496021
bmp7,Estradiol,D004958,50-28-2,BMP7,655,Rattus norvegicus,10116,BMP7 protein inhibits the reaction [IGF1 protein promotes the reaction [FSHB protein results in increased abundance of Estradiol]],decreases^reaction|increases^abundance|increases^reaction,22067323
bmp7,Estradiol,D004958,50-28-2,BMP7,655,Rattus norvegicus,10116,[BMP7 protein results in increased expression of CYP19A1 mRNA] promotes the reaction [FSHB protein results in increased abundance of Estradiol],increases^abundance|increases^expression|increases^reaction,22067323
bmp7,Estradiol,D004958,50-28-2,BMP7,655,Rattus norvegicus,10116,[estradiol 3-benzoate co-treated with [Testosterone co-treated with Estradiol]] results in decreased expression of BMP7 mRNA,affects^cotreatment|decreases^expression,32741896
bmp7,Estradiol,D004958,50-28-2,BMP7,655,Rattus norvegicus,10116,Estradiol results in decreased expression of BMP7 mRNA,decreases^expression,15680359
bmp7,Estradiol,D004958,50-28-2,BMP7,655,Rattus norvegicus,10116,[Testosterone co-treated with Estradiol] results in decreased expression of BMP7 mRNA,affects^cotreatment|decreases^expression,32741896
bmp7,estradiol 3-benzoate,C074283,50-50-0,BMP7,655,Rattus norvegicus,10116,[estradiol 3-benzoate co-treated with [Testosterone co-treated with Estradiol]] results in decreased expression of BMP7 mRNA,affects^cotreatment|decreases^expression,32741896
bmp7,estradiol 3-benzoate,C074283,50-50-0,BMP7,655,Rattus norvegicus,10116,estradiol 3-benzoate results in decreased expression of BMP7 mRNA,decreases^expression,32741896
bmp7,Estrogens,D004967,,BMP7,655,Homo sapiens,9606,afimoxifene inhibits the reaction [Estrogens results in decreased expression of BMP7 mRNA],decreases^expression|decreases^reaction,21233418
bmp7,Estrogens,D004967,,BMP7,655,Homo sapiens,9606,Estrogens results in decreased expression of BMP7 mRNA,decreases^expression,21233418
bmp7,Ethanol,D000431,64-17-5,BMP7,655,Mus musculus,10090,Ethanol inhibits the reaction [BMP7 protein results in increased phosphorylation of AKT1 protein],decreases^reaction|increases^phosphorylation,34687774
bmp7,Ethanol,D000431,64-17-5,BMP7,655,Mus musculus,10090,Ethanol results in increased expression of BMP7 mRNA,increases^expression,30319688
bmp7,Ethanol,D000431,64-17-5,BMP7,655,Rattus norvegicus,10116,[Ethanol co-treated with Dietary Fats co-treated with Acetylcysteine] results in increased expression of BMP7 mRNA,affects^cotreatment|increases^expression,21051528
bmp7,Ethinyl Estradiol,D004997,57-63-6,BMP7,655,Boreogadus saida,44932,[Benzo(a)pyrene co-treated with Ethinyl Estradiol] results in decreased expression of BMP7 mRNA,affects^cotreatment|decreases^expression,34015484
bmp7,Ethinyl Estradiol,D004997,57-63-6,BMP7,655,Danio rerio,7955,Ethinyl Estradiol results in decreased expression of BMP7 mRNA,decreases^expression,17606305
bmp7,Fenretinide,D017313,65646-68-6,BMP7,655,Mus musculus,10090,Fenretinide results in increased expression of BMP7 mRNA,increases^expression,28973697
bmp7,Finasteride,D018120,98319-26-7,BMP7,655,Rattus norvegicus,10116,Finasteride results in increased expression of BMP7 mRNA,increases^expression,24136188
bmp7,Folic Acid,D005492,59-30-3,BMP7,655,Homo sapiens,9606,Folic Acid results in increased expression of BMP7 mRNA,increases^expression,21867686
bmp7,Fulvestrant,D000077267,129453-61-8,BMP7,655,Homo sapiens,9606,Fulvestrant results in increased expression of BMP7 mRNA,increases^expression,31646340
bmp7,Fulvestrant,D000077267,129453-61-8,BMP7,655,Mus musculus,10090,Fulvestrant inhibits the reaction [bisphenol A results in decreased expression of BMP7 mRNA],decreases^expression|decreases^reaction,14994273
bmp7,Genistein,D019833,446-72-0,BMP7,655,Mus musculus,10090,Genistein results in decreased expression of BMP7 mRNA,decreases^expression,32186404
bmp7,Glucosamine,D005944,3416-24-8,BMP7,655,Rattus norvegicus,10116,Glucosamine inhibits the reaction [IL1B results in increased expression of BMP7 mRNA],decreases^reaction|increases^expression,17109745
bmp7,Glucosamine,D005944,3416-24-8,BMP7,655,Rattus norvegicus,10116,Glucosamine results in increased expression of BMP7 mRNA,increases^expression,17109745
bmp7,Indomethacin,D007213,53-86-1,BMP7,655,Mus musculus,10090,[BMP7 protein co-treated with INS1 protein co-treated with Triiodothyronine co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with Indomethacin co-treated with Nicotine] affects the expression of CS mRNA,affects^cotreatment|affects^expression,33091441
bmp7,Indomethacin,D007213,53-86-1,BMP7,655,Mus musculus,10090,[BMP7 protein co-treated with INS1 protein co-treated with Triiodothyronine co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with Indomethacin co-treated with Nicotine] affects the expression of HGF mRNA,affects^cotreatment|affects^expression,33091441
bmp7,Indomethacin,D007213,53-86-1,BMP7,655,Mus musculus,10090,[BMP7 protein co-treated with INS1 protein co-treated with Triiodothyronine co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with Indomethacin co-treated with Nicotine] affects the expression of MMP2 mRNA,affects^cotreatment|affects^expression,33091441
bmp7,Indomethacin,D007213,53-86-1,BMP7,655,Mus musculus,10090,[BMP7 protein co-treated with INS1 protein co-treated with Triiodothyronine co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with Indomethacin co-treated with Nicotine] affects the expression of PPARGC1A mRNA,affects^cotreatment|affects^expression,33091441
bmp7,Indomethacin,D007213,53-86-1,BMP7,655,Mus musculus,10090,[BMP7 protein co-treated with INS1 protein co-treated with Triiodothyronine co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with Indomethacin co-treated with Nicotine] affects the expression of PPARGC1A protein,affects^cotreatment|affects^expression,33091441
bmp7,Indomethacin,D007213,53-86-1,BMP7,655,Mus musculus,10090,[BMP7 protein co-treated with INS1 protein co-treated with Triiodothyronine co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with Indomethacin co-treated with Nicotine] affects the expression of PRDM16 mRNA,affects^cotreatment|affects^expression,33091441
bmp7,Indomethacin,D007213,53-86-1,BMP7,655,Mus musculus,10090,[BMP7 protein co-treated with INS1 protein co-treated with Triiodothyronine co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with Indomethacin co-treated with Nicotine] affects the expression of UCP1 mRNA,affects^cotreatment|affects^expression,33091441
bmp7,Indomethacin,D007213,53-86-1,BMP7,655,Mus musculus,10090,[BMP7 protein co-treated with INS1 protein co-treated with Triiodothyronine co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with Indomethacin co-treated with Nicotine] affects the expression of UCP1 protein,affects^cotreatment|affects^expression,33091441
bmp7,Indomethacin,D007213,53-86-1,BMP7,655,Mus musculus,10090,[BMP7 protein co-treated with INS1 protein co-treated with Triiodothyronine co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with Indomethacin co-treated with Nicotine] affects the expression of VEGFA mRNA,affects^cotreatment|affects^expression,33091441
bmp7,Inulin,D007444,9005-80-5,BMP7,655,Mus musculus,10090,[perfluorooctane sulfonic acid co-treated with Inulin] results in decreased expression of BMP7 mRNA,affects^cotreatment|decreases^expression,36331819
bmp7,Ionomycin,D015759,56092-81-0,BMP7,655,Oryctolagus cuniculus,9986,[Tetradecanoylphorbol Acetate co-treated with Ionomycin] results in increased expression of BMP7 mRNA,affects^cotreatment|increases^expression,25613284
bmp7,Isoflurane,D007530,26675-46-7,BMP7,655,Mus musculus,10090,Isoflurane results in increased expression of BMP7 protein,increases^expression,35249202
bmp7,Ketone Bodies,D007657,,BMP7,655,Rattus norvegicus,10116,Ketone Bodies results in decreased expression of BMP7 mRNA,decreases^expression,16807920
bmp7,Lead,D007854,7439-92-1,BMP7,655,Homo sapiens,9606,Lead affects the expression of BMP7 mRNA,affects^expression,28903495
bmp7,LG 100815,C533894,,BMP7,655,Homo sapiens,9606,LG 100815 results in decreased expression of BMP7 mRNA,decreases^expression,16951191
bmp7,licarin A,C432503,,BMP7,655,Mus musculus,10090,[licarin A affects the susceptibility to [INS protein co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone]] which results in increased expression of BMP7 mRNA,affects^cotreatment|affects^response to substance|increases^expression,29288687
bmp7,LPM4870108,C000723544,,BMP7,655,Rattus norvegicus,10116,LPM4870108 results in increased expression of BMP7 mRNA,increases^expression,35098321
bmp7,mercuric bromide,C042720,7789-47-1,BMP7,655,Homo sapiens,9606,mercuric bromide results in increased expression of BMP7 mRNA,increases^expression,26272509
bmp7,mercuric bromide,C042720,7789-47-1,BMP7,655,Homo sapiens,9606,"[NOG protein co-treated with mercuric bromide co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of BMP7 mRNA",affects^cotreatment|increases^expression,27188386
bmp7,methylmercuric chloride,C004925,115-09-3,BMP7,655,Homo sapiens,9606,methylmercuric chloride results in increased expression of BMP7 mRNA,increases^expression,28001369
bmp7,Mitoxantrone,D008942,65271-80-9,BMP7,655,Homo sapiens,9606,BMP7 protein affects the susceptibility to Mitoxantrone,affects^response to substance,16217747
bmp7,monomethylarsonous acid,C406082,,BMP7,655,Homo sapiens,9606,monomethylarsonous acid results in increased expression of BMP7 mRNA,increases^expression,22108045
bmp7,"Nanotubes, Carbon",D037742,,BMP7,655,Mus musculus,10090,"Nanotubes, Carbon analog results in decreased expression of BMP7 mRNA",decreases^expression,25554681|25620056
bmp7,"Nanotubes, Carbon",D037742,,BMP7,655,Mus musculus,10090,"Nanotubes, Carbon results in decreased expression of BMP7 mRNA",decreases^expression,25554681|25620056
