Geneid	G01.xls	G02.xls	G03.xls	G04.xls	G05.xls	G06.XLS	G07.XLS	G09.XLS	G10.XLS	G11.XLS	G12.XLS	G13.XLS	G14.XLS	G15.XLS	G16.XLS	G17.XLS	G18.XLS
CGB	1,4638988	0,76363635	1,0418695	0,29296875	1,0682926	1,0315126	0,5933682	0	0	1,3418695	0	0,2891933	1,2036363	0	0	0	0
EIF2	0,74007213	0,87636364	1,1840311	0,41796875	0,64878047	0,5147059	0,38394412	0,67722774	0,25827813	0,78361076	0,36842105	0,47488588	0,44363633	0,62919706	0,37142858	0,58823526	0,5555556
MYCL2	0,18953067	0,5872727	0,2356378	0,6015625	0,063414626	0,65966386	0,3141361	0,17029704	0,23576158	2,3303456	0,32894737	0,24353121	0,18545453	0,10218978	0,05714286	0	0
SP1	0	0	0,07205453	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IFNAR	0	0,023636362	0	0,095703125	0	0,04411765	0	0,015841585	0,08874172	0	0	0	0	0,06569343	0	0	0
CALM1	0,5415162	1,2490908	0,886076	0,6933594	0,8658536	1,1806723	1,0052354	0,44554454	0,1986755	0,8732394	0,7960527	1,0669711	0,60727274	1,089051	0,25714287	0,4705882	0,7777778
IL7	0,005415162	0	0,13631938	0,021484375	0,03902439	0,018907564	0,003490401	0	0	0	0	0	0	0	0	0	0
THBS1	0,10288808	0,001818182	0	0,015625	0	0	0,16055845	0	0	0	0,09210526	0	0	0	0	0	0
CYC1	3,140794	3,0854545	3,8597858	2,4707031	4,9073167	3,384454	2,0907502	0,46732673	1,1947019	2,9065301	1,4473685	0,51445967	3,1272726	0,7167883	0,8571429	1,4705882	0,7777778
"HSPCB; HSPC2; D6S182; HSP90B; HSP90-BETA"	1,135379	1,3218181	1,1450828	1,0039062	1,2829268	1,3319329	0,8621291	0	0,22516556	1,4084507	0	0,17351598	1,610909	0,30364963	0	0,29411763	0,16666669
	0	0	0	0	0,065853655	0	0	0	0	0	0	0	0	0	0	0	0
	0,037906133	0,07272727	0,066212274	0,18554688	0,107317075	0,0882353	0,097731225	0	0	0	0	0	0,18181817	0	0,05714286	0	0,16666669
	0,601083	0,48181817	0,47906527	0,6894531	0,56585366	0,9054622	1,0296683	0,46930695	0,07152318	0,6120359	0,56743425	0,55251145	0,73454547	1,2861314	0,77142864	0,29411763	0,5555556
IL18	0,061371837	0,13454545	0	0,109375	0,11707317	0	0	0	0	0,005121639	0,06414474	0,015220701	0,12	0,02627737	0	0	0
PSMD2	2,2797832	2,0254545	2,4926972	1,6992188	1,6560975	3,2962184	1,7207677	0,61980194	0,86887413	4,2509604	1,8717107	0,8843227	3,7454543	0,92116785	1,4857143	1,7647058	1,6666667
MT2-MMP	1,1877255	0,45818183	0,4537488	0,2421875	0,7097561	0,9264706	0	0,23168316	0,5523179	0,5505762	0	0,9162862	1,1018181	0	0	0	0
ME4	0,03971119	0	0,101265825	0,17578125	0	0	0	0	0	0,023047375	0,12171053	0	0,025454544	0	0,085714296	0	0
ME6	0,52888083	0,5072727	0,66601753	0,46875	0,3219512	0,33613446	0,3734729	0,6138614	0,5350994	0,37644047	0,48684213	0,42313546	0,41454542	0,23941605	0,37142858	0,35294116	0,2777778
PRKAR2A	0,23104692	0,2090909	0,29406038	0,21679688	0,27560976	0,065126054	0,16055845	0	0	0,2637644	0,014802632	0,009132421	0,08363636	0	0	0,058823526	0,05555556
	0,70758116	0,9763636	0,40895814	0,55078125	0,5902439	0,6680672	0,58638734	0,65148515	0,65298015	0,8117798	0,5575658	0,585997	0,52	0,6481752	0,8	0,35294116	0,3888889
	0	0	0,06231743	0	0	0,68487394	0,25130886	0,06732673	0,197351	0,47119078	0	0,5281583	0,33454543	0,47153282	0	0,17647058	0,16666669
	0	0	0,074001946	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	3,9422379	5,7854548	4,9756575	4,078125	7,1902432	3,027311	4,1291447	1,8891089	1,3192053	3,8565943	1,0509869	1,9162862	3,712727	2,6656935	1,8857143	4,8235292	4,555556
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	0,088447645	0,07272727	0,046738073	0,099609375	0,12926829	0,00210084	0,15706804	0,051485147	0,22119206	0,25096032	0,15789475	0,304414	0	0,061313864	0,02857143	0,058823526	0,11111112
	0,3483754	0,34181815	0,20058423	0,26171875	0,08536585	0,30252102	0,13961604	0,22376238	0,21059602	0,13572344	0,20394737	0,2952816	0,32363635	0,20145985	0,11428572	0,2352941	0,16666669
	0,09927797	0	0,37000975	0,28125	0,45609757	0,28361344	0,50959855	0,22376238	0,31523177	0,07170294	0,36348686	0,32267886	0,15636364	0,3489051	0,14285715	0,11764705	0,16666669
	0,39350176	0,48	0,017526777	0,1875	0	0	0,08376963	0,18415841	0,21721853	0	0,047697373	0	0,11272726	0	0,05714286	0	0
	1,1101083	2,0745454	1,7916261	1,2851562	2,2756097	1,105042	0,37696332	0	0,011920529	1,5774648	0,060855266	0	0,7272727	0	0	0,58823526	0,5
HSPA6	0,030685918	0,061818182	0,09347615	0	0	0,050420173	0	0	0,27284768	0,5633803	0	0,06240487	0	0,097810216	0	0,058823526	0,33333337
	8,815884	10,190908	9,846154	6,9023438	12,243902	8,157563	6,1989527	5,3445544	4,8357615	14,875801	6,2351975	4,584475	7,1381817	5,963504	5,1714287	16,705881	11,388889
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLC-L (PLC-epsilon)	0,37906134	0,74181813	0,5725414	0,37890625	0,4731707	0,2331933	0,26178008	0,23366337	0,098013245	0,03841229	0,3700658	0,11719939	0,3272727	0,14014599	0,02857143	0,41176468	0,8333334
CCL17	0,08122743	0	0,052580334	0,015625	0	0,22268909	0	0	0	0	0,118421055	0,17503805	0	0	0	0	0,05555556
PSME2	1,2129962	1,1672727	1,45667	0,8105469	1,3268293	1,7815127	1,1378707	0,4950495	1,0794702	1,8309859	0,68421054	0,9223744	1,3672726	1,240876	0,2857143	1,9411763	1,7777779
"IL3RA; CD123; IL3RX; IL3RY; IL3RAY; hIL-3Ra; MGC34174"	0,007220216	0,16727272	0,109055504	0	0	0	0,10471203	0,4950495	0,5615894	0	0,3733553	0,33333334	0	0,19562043	0,02857143	0,35294116	0,3888889
"GDF10; BMP3B"	0	0,03454545	0	0	0,002439024	0	0	0	0,025165563	0	0,16776316	0	0	0	0	0	0
LIG3	0,13898915	0	0,1966894	0,20117188	0	0	0	0	0	0,03841229	0	0	0	0	0	0,058823526	0,16666669
LIG3	0,12996389	0,18363637	0,14605647	0,07421875	0,07804878	0	0,08027922	0,5861386	0,2900662	0	0,7713816	0,39878237	0,0690909	0,15912408	0,51428574	0,35294116	0,5
CDK8	0	0,04	0,003894839	0	0,19999999	0	0,031413607	0	0	0	0	0	0	0	0	0	0
ITPKA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPRO	0,001805054	0	0	0	0,03414634	0	0,041884813	0	0	0	0	0	0	0,055474453	0	0	0
PSMD11	0,016245486	0,08363636	0,052580334	0	0	0	0	0	0	0,11523688	0	0,03805175	0,025454544	0	0	0	0
PSMD12	1,2888086	1,3327273	1,8753653	1,0136719	1,1146342	0,58613443	0,9354275	0,7544554	0,95364237	0,8706786	0,8470395	1,2222223	0,9781818	2,740146	0,37142858	1,235294	1,8888891
UBE3A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBE3A	0,07942238	0,049090907	0,122687444	0,111328125	0	0	0,17102966	0	0	0,09731114	0,003289474	0,108066976	0	0	0	0	0
Icap-1b	0,133574	0,096363634	0,14995131	0,13867188	0,1804878	0,28361344	0,010471203	0	0,08874172	0,22023049	0,055921055	0,12633182	0,11272726	0,15328467	0,02857143	0,17647058	0,22222224
RCC1	0,1805054	0,18181817	0,30769232	0,13867188	0,16829269	0,19327731	0,42233855	0,1920792	0,0807947	0,40973112	0,35361844	0,15525115	0,4181818	0,22189781	0,2	0,17647058	0,2777778
"ACTG2; ACTE; ACTA3; ACTSG"	0,030685918	0,023636362	0	0,00390625	0,03414634	0,28991598	0,13961604	0	0,12980133	0,025608195	0,12006579	0,05631659	0,10545455	0,02627737	0	0,058823526	0
hET-BR	0,111913346	0,19090909	0,2570594	0,22851562	0,1707317	0	0,16404885	0,09504951	0,049006622	0,058898848	0,11184211	0,18569255	0,050909087	0,18832116	0	0,058823526	0,44444448
EIF4A1	0,534296	0,37454545	0,51801366	0,38867188	0,95609754	0,82563025	0,3525305	0	0	1,2112676	0,09046053	0,015220701	0,8618182	0	0	0	0
THP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB33A	0,07039711	0,098181814	0,22200584	0,17382812	0,13414633	0,111344546	0,006980802	0	0	0,1715749	0	0,0761035	0,050909087	0	0	0	0,05555556
RAB33A	0,33754513	0,45818183	0,29016554	0,17773438	0,47804877	0,3067227	0,038394414	0,43168315	0,21059602	0,25096032	0,36019737	0,1476408	0,12727273	0,28613138	1	1,235294	0,8333334
	0,010830324	0,06	0,031158715	0,14648438	0,036585364	0	0,25130886	0,041584156	0,046357617	0,04865557	0,13157895	0	0,15272726	0,110948905	0,11428572	0	0,11111112
DGKG	0	0	0,09347615	0	0	0,012605043	0	0	0	0	0	0	0	0	0	0,2352941	0
DDX7	0	0	0,011684518	0,001953125	0,1512195	0,079831935	0	0	0	0,05121639	0,009868422	0,16438358	0,06545454	0,00729927	0	0	0,11111112
CDK5	0,046931405	0,13636363	0,056475174	0	0,026829269	0,28781512	0	0	0	0,6017926	0	0	0,44	0,013138685	0,085714296	0	0
CDK6	0,003610108	0	0	0,111328125	0,004878049	0,15546219	0	0,015841585	0,06357616	0,023047375	0	0,10350077	0,13090909	0,02919708	0	0	0,11111112
brk	0,22202165	0,29454547	0,13242455	0,3125	0,24878047	0	0	0	0,26357615	0,1331626	0,28125003	0,27701676	0,123636365	0,002919708	0	0,17647058	0
TRAF6	0,17509024	0,12545455	0,15774101	0,02734375	0,13902438	0,018907564	0	0	0	0,012804098	0	0	0,16363636	0	0	0	0
ITGA1	0,599278	0,45454544	0,6212269	0,37109375	0,44634143	0,70798326	0,6143106	0,44554454	0,2834437	0,37131882	0,33717108	0,49467278	0,17454545	0,3708029	0,34285718	0,41176468	0,3888889
DDR3	0,016245486	0,06727272	0	0,2109375	0,029268293	0,11344539	0	0	0,056953646	0	0,26151317	0	0,19636363	0,068613134	0,05714286	0,4705882	0,5
CRADD	0,77617323	0,92909086	0,88997084	0,90234375	1,0804877	0,7247899	0,45724255	0,52079207	0,53377485	0,55825865	0,60361844	0,9969559	0,57454544	1,3737226	0,6	1,7647058	2,777778
GSTZ1	0,08303248	0,045454543	0,2648491	0,18359375	0,041463416	0	0,27923208	0,15841584	0,28609273	0	0,11348685	0,260274	0	0,09489051	0	0,058823526	0,11111112
SRPK2	0,13176894	0,10727273	0,21032134	0,1015625	0,11707317	0,18067229	0,08027922	0,2970297	0,027814569	0	0,03782895	0,19025876	0,007272727	0,11240876	0,05714286	0,11764705	0,11111112
"IFNB1; IFB; IFF"	0,003610108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRKCB1	0,120938614	0	0,056475174	0,123046875	0,08292683	0	0,10471203	0	0,07152318	0,110115245	0,011513158	0	0,014545455	0,16058394	0,02857143	0	0,11111112
"NR2F6; EAR2; EAR-2; ERBAL2"	0	0	0	0	0	0	0	0	0	0	0,08881579	0	0	0	0	0,11764705	0,11111112
IRF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAX8	1,33574	0,7472727	0,6407011	0,7832031	0,75609756	1,9306724	1,3158813	0,5366337	3,570861	1,6568501	1,2335527	1,8980213	1,8254545	2,2379563	1,2571429	1,2941176	1
IRF2	0,5631769	0,32	0,4070107	0,56640625	0,33902436	0,46428573	0	0,36831683	0,44900665	0,16133164	0,36184213	0,18417048	0,5527272	0,3708029	0,2	0,058823526	0,2777778
RAB5B	0,124548726	0,16545455	0,10516067	0,0546875	0	0,077731095	0,06980802	0,15247524	0	0	0,2006579	0,073059365	0,2509091	0	0	0	0
PCTK2	0,09205776	0,005454545	0,08373905	0	0,19268292	0,111344546	0	0,2039604	0,062251654	0,117797695	0,059210528	0	0,09454545	0,04087591	0,17142859	0,2352941	0,05555556
PCTK3	0,075812265	0,23272727	0,12658228	0,22070312	0,402439	0,5315126	0	0,013861386	0	0,58386683	0,2680921	0,00456621	0,5163636	0,1459854	0	0,058823526	0,05555556
PCTK1	0	0,103636354	0,1382668	0	0,22926827	0,18907563	0,24432808	0	0	0,47119078	0	0	0,3309091	0,013138685	0,17142859	0,058823526	0
PCTK1	0,24007219	0,5781818	0,1285297	0,1484375	0,6292682	0,2436975	0,3490401	0	0	1,4647888	0	0	0,6836363	0	0	0	0
ADAM17	0	0	0	0,037109375	0	0	0,10471203	0	0	0	0,03782895	0	0	0	0	0	0
ADAM17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MEA11	0,5036101	0,4072727	0,6329114	0,55859375	0,5219512	0,6428572	0,41884813	0,560396	0,46490064	0,3533931	0,4851974	0,44140032	0,37454545	0,63503647	0,2857143	0,76470584	1,1666666
hCRA alpha	0	0	0	0	0	0	0	0,08316831	0,025165563	0,07682458	0	0,060882803	0	0,07737227	0,11428572	0,058823526	0
PRIM2A	0,3104693	0,58363634	0,52190846	0,59765625	0,5219512	0,57563025	0	0	0,789404	0,52496797	0,1332237	0,22222224	0,010909091	0,26131386	0	0,17647058	0,11111112
hCRA alpha	0	0,02	0	0	0	0	0	0,059405938	0,03311258	0,03329065	0,027960528	0	0	0	0	0	0
UBE2B	0	0,17818181	0,2278481	0	0,28780487	0,16176471	0,115183234	0,073267326	0,0794702	0,12035851	0	0,24657537	0,1381818	0,21313868	0,11428572	0,2352941	0,33333337
IGFBP1	0,35920575	0,07818182	0,29406038	0,23242188	0,12926829	0,22058824	0,20942406	0,3980198	0,25165564	0,12804097	0,31907895	0,3150685	0,16727272	0,259854	0,14285715	0,11764705	0,16666669
axl	0	0,03272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEK	0	0	0,3135346	0	0,012195122	0,2647059	0,3001745	0,6871287	0	0	0	0	0	0,4905109	0	0,35294116	0,05555556
YWHAZ	1,67148	1,530909	1,554041	1,2773438	2,2268293	2,0756304	1,375218	0,5683168	0,7470199	3,3905249	0,86019737	0,39878237	2,4363635	0,93430656	0,54285717	0,9411764	0,94444454
NF1	0	0	0	0	0	0	0	0	0	0	0	0	0,07272727	0	0	0	0
IEX-1	1,5505414	1,990909	1,308666	1,2070312	2,4414632	2,5063026	1,0575914	1,5267326	5,0410595	2,809219	2,0361843	1,3409437	1,2399999	0,9080292	1,5714287	2,0588233	1,388889
JNK2	0	0,13272727	0,031158715	0,0390625	0,08536585	0	0	0	0	0,043533932	0	0	0	0	0	0,058823526	0,05555556
Ich-1	0,08122743	0	0,08568647	0,27929688	0	0	0,020942407	0,1980198	0	0	0	0	0	0	0	0	0
PRKCM	0,45667866	0,15454546	0,27069134	0,080078125	0,14634146	0,14915967	0,19197206	0,03168317	0,047682118	0,17413573	0,12664475	0,018264841	0	0,097810216	0,085714296	0,058823526	0
Ich-1	0,3483754	0,3272727	0,3544304	0,90625	0,5219512	0,34243697	0,26527047	0,31485146	0,37350994	0,40973112	0,46875003	0,37290716	0,32363635	0,33576643	1,0857143	0,82352936	0,5
HU-PP-1	1,5956678	1,6727272	2,5725415	1,4570312	1,2243903	2,3508403	1,9371725	0,6376238	0,60264903	0,8860435	0,7269737	1,0060883	1,7127272	1,1839416	0,71428573	1,4705882	1,6666667
ERF	0,33935013	0,13636363	0	0,390625	0,029268293	0	0	0	0,041059602	0,24071702	0	0,08219179	0,5527272	0,03649635	0	0	0
DDB2	0,5415162	0,5181818	0,5316456	0,3828125	0,63658535	0,5840336	0,024432806	0	0,29933774	0,33546737	0,04276316	0,17047185	0,2581818	0,18248175	0	0,35294116	0
Stat2	0,81046927	0,5854545	0,6815969	0,28320312	0,7731707	0,7857143	0,25479928	0,4613861	0,6490066	0,6786172	0,6957237	0,6940639	0,6181818	0,6919708	0,6	0,58823526	0,66666675
hPAK65	0,075812265	0,099999994	0	0,05078125	0,019512195	0,04621849	0	0	0,030463576	0,005121639	0	0,123287685	0	0,061313864	0,02857143	0	0
PTPRS	0,41877255	0,62909085	0	0	0	0,5588235	0,44677135	0,39009902	0,69536424	0	0,83717114	0,44292238	0,3272727	0,540146	0,48571432	0,17647058	0,16666669
PTPRS	0,030685918	0,07454545	0,00194742	0	0,004878049	0,0987395	0,03490401	0,7920792	0,18013245	0	0,19901317	0,039573822	0,12	0,18978103	0,68571436	0,6470588	0,7222222
hsRPB8	0,33032486	0,5345454	0,16553068	0,38085938	0,27073172	0,2079832	0,49912736	0	0,28741723	0,8553138	0,65789473	0,40943685	0,17454545	0,071532845	0,2	0,29411763	0,22222224
GAB1	0,133574	0,103636354	0,07984421	0,14257812	0,18536584	0,05882353	0,20244327	0,06732673	0,14172184	0,09731114	0,08223684	0	0,010909091	0,14014599	0	0	0,16666669
DNA-PKcs	0,019855594	0,0690909	0,19279455	0,11328125	0,18780486	0,197479	0	0	0	0,15108836	0	0	0,101818174	0,061313864	0	0,11764705	0,11111112
rap1GAP	0,5108303	0,18545453	0,43232718	0,28320312	0,24634147	0,4936975	0	0,061386134	0	0	0	0	0,11636364	0	0,05714286	0,058823526	0
DP1	1,5487365	2,3690908	3,3456671	3,3164062	2,1658537	1,4033614	2,0488656	1,1683168	1,3086094	0,88348275	1,25	2,9604263	1,0072727	2,2496352	0,71428573	3,1764705	6,722223
GSK3B	0,7635378	0,6563636	0,9990263	0,5390625	0,69024384	0,81092435	0,8830714	0,28712872	0,3682119	0,41229194	0,4884869	0,4277017	0,61090904	0,57226276	0,11428572	0,11764705	0,22222224
GCAP	0,32310465	0,3181818	0,22395326	0,33984375	0,15609756	0,26890758	0,3525305	0	0,63311255	0,4276569	0,77302635	0,44140032	0,3890909	0,42919707	0,48571432	0,29411763	0,16666669
GCAP	0,2779783	0,23272727	0,2083739	0,42382812	0,21219511	0,11554622	0,10820243	0,059405938	0,2834437	0,11523688	0,069078945	0,26788434	0,05818182	0,1839416	0	0,058823526	0,05555556
PTPRD	0,001805054	0	0	0	0	0	0,090750426	0	0	0	0	0	0,054545455	0	0,05714286	0,058823526	0
BPGF-1	0,22021659	0,6054545	0,56669915	0,27929688	0,38536584	0,18907563	0,6910994	0	0	0,76056343	0	0,42009136	0,34181815	0	0	0	0
ERCC4	0,21480142	0,3309091	0,41869524	0,115234375	0,4731707	0,1869748	0,15357766	0,35445544	0,105960265	0,30985916	0	0,19939119	0,5163636	0	0,37142858	0,2352941	0,16666669
	0	0,49999997	0,25900683	0,5488281	0,85121953	0	0,13263524	0,08316831	0,57880795	0,058898848	0,7450658	0	0,63272727	0,1489051	0,14285715	0,11764705	0,22222224
GST2	0	0	0	0	0	0	0	0	0	0,20486556	0	0	0,10545455	0	0	0	0
GST2	0	0,31272727	0,15189874	0,23242188	0,44390243	0	0	0,61584157	0	0,58386683	0,17763159	0	0	0,3021898	0,2857143	0,058823526	0,22222224
TGFB2	0,075812265	0,038181815	0,009737099	0,048828125	0,065853655	0	0,097731225	0,03960396	0	0,110115245	0,0625	0	0,07636363	0,061313864	0	0	0
IL3	0,38808662	0,43454543	0,2064265	0,20898438	0,3146341	0,58613443	0,3490401	0,65148515	0,038410597	0,3559539	0,375	0,3515982	0	0,5970803	0	0,29411763	0,3888889
PTPRF	0,043321297	0,07090909	0,015579358	0,12109375	0,114634134	0,081932776	0	0	0,060927153	0,081946224	0,08223684	0,19634703	0,087272726	0,04525547	0,085714296	0,058823526	0,11111112
PTPRF	0,016245486	0,14363636	0	0,01953125	0	0	0	0	0	0	0,039473686	0,044140033	0,025454544	0,06569343	0	0	0
LCK	0,05776173	0	0	0	0,0902439	0,14075631	0	0,3108911	0,17218544	0	0,04111842	0,39117202	0	0,11386862	0	0,17647058	0,11111112
PRKCL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBE1	0,45126352	0,65090907	0,29990262	1,1757812	1,1073171	1,2100841	0,41884813	0	1,5629139	1,3239437	0,6809211	0,6666667	1,88	0,7518248	0,25714287	0,4705882	0,5
PIK3R1	0,83393496	1,0418181	1,0399221	0,9785156	0,84390235	1,7962185	0,6073298	0,43960395	0	0,4071703	0,52796054	0,3972603	0,81090903	0,72700727	0,22857144	0,35294116	0,5555556
SSX2	0	0,047272723	0,029211296	0,044921875	0	0	0,06631762	0	0	0	0,032894738	0	0	0,04525547	0	0	0
rap1GAP	0,077617325	0,9236363	0,33885103	0,6816406	0	0,39285716	0,60383934	1,0772277	0,77483445	0,5889885	0,71381587	0,57229835	0,49090907	0,46277374	0,14285715	0,7058823	0,94444454
RELA	0,9440432	0,9181818	0,9036028	0,5839844	0,9	1,869748	1,2146596	0,990099	2,3377483	1,7618439	1,2648027	1,3637748	1,3236364	1,2481751	0,8857143	0,8823529	0,7222222
EIF2S3	0,00902527	0,15454546	0,1187926	0,21875	0,121951215	0,14495799	0	0,03960396	0,10331126	0,14852753	0,1513158	0,11872147	0	0,03649635	0	0,058823526	0,05555556
CDC34	1,0198555	1,3709091	1,3807206	1,3398438	1,497561	1,1890756	0,9493891	0	0,8238411	1,4366198	0	1,6133943	1,8836362	0,5956204	0	0	0,05555556
CDC34	0,5487364	0,6272727	0,67770207	0,25	0,58780485	0,5588235	0,565445	0,6316832	1,5523179	0,55569786	0,82730263	0,9923896	0,3272727	1,0277373	0,8	0,4705882	0,5555556
PGGT1B	0	0,101818174	0	0,095703125	0	0,023109244	0,041884813	0,01980198	0,09139073	0,030729836	0,03782895	0,079147644	0	0	0	0	0,05555556
RBP-MS	3,2906137	3,4109092	2,8179162	2,5742188	3,2853656	2,9033613	2,558464	2,1148515	6,2807946	3,431498	3,805921	2,9345512	2,429091	2,8919709	2,1428573	5,2352934	3,1111112
nbr	0,5487364	0,5018182	0,5589095	0,5253906	0,5121951	0,20588236	0,47469455	0,8871287	1,2357616	0,3047375	1,6611843	1,0913242	0,6836363	0,93430656	0,51428574	0,7058823	0,5
	0,005415162	0,092727266	0,10710809	0,12695312	0,22926827	0,14915967	0,21989527	0,06336634	0,15364239	0,22279128	0,15625	0,12785389	0,17090908	0,17518248	0,14285715	0	0,11111112
	0	0	0	0	0,11707317	0	0	0	0,037086092	0	0	0	0,17454545	0	0	0	0
	0,4115523	0,3072727	0,59980524	0,2421875	0,4414634	0,077731095	0,18150085	0,021782178	0,14172184	0,23815621	0,19901317	0,260274	0,2509091	0,17956205	0	0,11764705	0,11111112
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	0,12815884	0,061818182	0,046738073	0,03125	0	0	0	0	0	1,2752881	0	0	0,28727272	0,06715328	0	0	0
	0,001805054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	0	0,16363636	0,35248297	0,115234375	0,49756095	0,079831935	0	0	0	0,23047376	0	0	0,26545453	0	0	0	0
	0,14801443	0	0	0,115234375	0,041463416	0,014705882	0	0	0,0807947	0	0	0,044140033	0	0	0	0	0
	0,012635378	0,001818182	0	0	0	0,10504202	0,07678883	0	0,001324503	0,028169015	0,055921055	0,07458144	0,10545455	0,024817519	0,02857143	0	0,05555556
PPOL	1,1462094	1,0927272	1,0165532	0,5761719	0,81463414	0,77100843	0,3490401	0,20198019	0,54304636	0,77080667	0,56085527	0,5053273	0,59272724	0,85839415	0,25714287	0,6470588	0,66666675
EEF1A	17,922382	15,732726	19,57936	18,451172	31,512194	22,934874	15,483419	4,4851484	3,6927152	27,65941	9,587172	7,8751907	34,541817	6,8058395	3,3428571	18	13,555556
GSTM5	0,33935013	0,5490909	0,49074978	0,15429688	0,30487803	0,7289916	1,0506108	0,7663366	0,7046358	0,36107555	0,8684211	0,6834095	0,5854545	0,51240873	0,51428574	0,4705882	0,7777778
hOC-2	0	0	0	0,01171875	0,27073172	0	0,12216404	0,25940594	0,20132451	0,13572344	0,3256579	0	0,054545455	0,3080292	0,37142858	0,29411763	0,2777778
GSTM5	0,03610108	0,20545454	0,3836417	0,0625	0,16829269	0,16806723	0	0	1,0768212	0,110115245	0,2319079	0,1933029	0,37090907	0,2350365	0,17142859	0,29411763	0,33333337
FGFR4	0	0	0	0	0	0	0,08376963	0	0	0	0	0	0	0	0	0	0,05555556
DUSP2	0	0	0	0	0	0	0	0	0,07682119	0	0	0	0	0	0	0	0
GPLD1	0	0	0	0,00390625	0	0	0	0,03168317	0,052980132	0	0	0	0	0	0	0,058823526	0
UBE1L	0,6317689	0,82363635	0,36611488	0,390625	0,49268293	0,15546219	0,10471203	0	0,74172187	0,27912933	0,11348685	0,04718417	0,52	0,3489051	0,05714286	0,2352941	0,05555556
RELA	4,4332128	5,2963634	3,896787	3,8808594	5,0634146	5,92437	3,874345	5,6653466	18,254305	6,0614595	7,6546054	7,3911724	4,52	9,842336	9,628572	8,117646	7,166667
CDH15	0,43321297	0,089090906	0,2473223	0,31054688	0,28536585	0,5147059	0	0	0,53377485	0	0,4769737	0,6255708	0,1890909	0,1459854	0	0,17647058	0,05555556
RBP-MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	0	0,003636364	0,025316456	0	0	0	0	0	0	0,16133164	0	0	0	0	0	0	0
orf2	0,025270756	0,047272723	0,081791624	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hOC-2	0,012635378	0	0	0	0,004878049	0,023109244	0	0	0	0	0	0	0	0	0	0	0
XRCC2	0,4368231	0,46909088	1,3592991	0,31445312	0,3195122	0,81302524	0,28970328	0,82376236	0,7801325	0,49935982	0,45723686	1,3576865	0,5272727	1,0248175	0,8571429	0,058823526	0,7222222
SH3BP2	0	0	0	0	0	0	0,05933682	0	0	0	0	0	0	0	0	0,058823526	0
	0	0,021818181	0,054527752	0	0,114634134	0	0	0	0	0,1587708	0,065789476	0,028919332	0,15636364	0,037956204	0	0	0
CYP4F3	0,08303248	0	0	0,107421875	0	0,012605043	0,02792321	0,0990099	0,14834437	0,23559539	0	0,3668189	0,047272723	0,02189781	0	0,11764705	0,16666669
EIF4G1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XPAC	0,23104692	0,27272725	0,39922103	0,30664062	0,37073168	0,28361344	0,21640486	0,13069306	0,06887417	0,18693984	0,25	0,26788434	0,12	0,24817517	0,17142859	0,52941173	0,5555556
XPAC	0,31588444	0,16181818	0,30769232	0,26171875	0,4804878	0,27310926	0,565445	0	0,34701988	0,2765685	0,30098683	0,1933029	0	0,51386863	0,02857143	0,11764705	0,3888889
PSMB3	2,4620936	2,9781818	2,6387537	2,2597656	3,007317	3,6491597	4,7190223	2,0237622	4,1589403	3,3290653	2,3585527	2,254186	4,101818	2,0364964	4,0285716	1,8823528	1,4444444
TTF-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMB2	2,8231044	3,3254542	2,5861735	2,5488281	3,512195	2,6743698	1,6439788	1,4950495	1,749669	2,5889885	2,1052632	1,0974125	3,1999998	1,0262774	1,4857143	2,2941175	2,277778
PSMB4	1,0848374	1,8218181	1,8500488	1,4082031	1,8853658	1,6218487	0,86910987	0,4178218	0,52185434	1,7439181	1,2302632	0,94977176	1,5163636	0,4	0,51428574	0,76470584	0,66666675
PSMD8	2,0126352	1,8018181	1,8831547	1,2636719	2,8756096	1,4831933	2,1710296	1,1247524	1,4688742	5,364917	1,3684211	1,3409437	3,1345453	1,2963504	0,97142863	0,52941173	0,22222224
PSMB7	0,6588447	0,85999995	1,1333983	0,62890625	1,3146341	0,4726891	0,722513	0	0,23841059	2,1613317	0,32072368	0,22983259	1,4509091	0,42919707	0,02857143	0,35294116	0,33333337
