File Name ()*			G01.xls	G02.xls	G03.xls	G04.xls	G05.xls	G06.XLS	G07.XLS	G09.XLS	G10.XLS	G11.XLS	G12.XLS	G13.XLS	G14.XLS	G15.XLS	G16.XLS	G17.XLS	G18.XLS
1134_at	ACK1	L13738	1,1750902	1,1818181	2,0934763	1,21875	0,60731703	1,9285716	1,445026	1,0316831	4,525828	1,5723432	3,087171	3,9863014	0,7563636	3,137226	1,3142858	2,9411764	2,5
1135_at	GRK5	L15388	2,2238264	2,32	2,2434275	2,1015625	2,6512194	3,2100842	1,3019196	1,071287	1,6715231	1,7464788	1,5476974	1,38965	0,65090907	1,7635037	2,3714287	1,6470587	1,8888891
1136_at	CDC8	L16991	0	0,03454545	0	0,17382812	0	0,33823532	0,05933682	0	0,16556291	0	0	0,00152207	0,15272726	0,030656932	0,31428573	0,2352941	0,16666669
1137_at	GLVR2	L20852	0	0,03272727	0,38169426	0	0,24634147	0	0,23036647	0,037623763	0	0,12548016	0,016447369	0,07153729	0	0	0,05714286	0,11764705	0,11111112
1138_at	GLVR1	L20859	0,9729242	0,9272727	0,74391437	0,390625	1,0219512	1,2184874	0,57940656	1,0415841	0,8397351	0,9346991	0,7450658	0,8538813	0,52363634	0,78832114	0,14285715	0,7058823	0,66666675
1139_at	G13	L22075	0,088447645	0,02909091	0	0	0	0,042016808	0	0,14455445	0	0	0	0	0,03272727	0	0	0,058823526	0,05555556
113_i_at	MAPT	X14474	0,14440432	0	0,13047712	0,203125	0,0902439	0,10294118	0,10471203	0,071287125	0,08476821	0,11267606	0,014802632	0,152207	0	0,04087591	0	0,11764705	0,11111112
1140_at	ITGAE	L25851	0,124548726	0,11090908	0,17332035	0,013671875	0,07317073	0	0,07678883	0	0	0	0	0	0	0	0	0	0
1141_at	MC5R	L27080	0,0902527	0,22	0,14216164	0,43554688	0,07560975	0,2331933	0,21989527	0,102970295	0,09933775	0,07426377	0,44736844	0,14916287	0,29454547	0,18686132	0,085714296	0,17647058	0,22222224
1142_at			0,23646209	0,20727271	0,30769232	0,26367188	0,27073172	0,2436975	0,31064567	0,20792079	0,13377485	0,33290654	0,06414474	0,24657537	0,19636363	0,2729927	0,25714287	0,058823526	0,16666669
1143_s_at			0	0	0	0	0	0	0,031413607	0	0	0	0,09210526	0,20243533	0	0,024817519	0	0	0
1144_at			0	0	0,054527752	0	0	0,060924374	0	0	0	0	0	0,02130898	0,02909091	0	0	0	0
1145_g_at			0,124548726	0,07636363	0,05842259	0,328125	0,32926828	0,25	0,54799294	0	0	0,1715749	0,097039476	0,15525115	0,2109091	0,004379562	0	0	0
1146_at			0	0	0	0,0078125	0	0	0	0,059405938	0,0781457	0	0	0	0,08363636	0	0	0	0,11111112
1147_at			0,30144402	0,19272727	0,5744888	0,5390625	0,12439024	0,25	0,7260034	0,62376237	0,32052982	0	0,29276314	0,3850837	0,36727273	0,8613139	0,4	0,6470588	0,61111116
1148_s_at			0	0	0	0	0,009756098	0	0,03490401	0,051485147	0,047682118	0	0	0	0	0	0	0	0
1149_at			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114_r_at	MAPT	X14474	0	0,04	0,21616359	0	0	0,05252101	0	1,1821783	0	0,45326507	0	1,042618	0	0,042335767	1,0285715	0,76470584	1,0555556
1150_at			0,19314077	0,052727275	0,1772152	0,26953125	0,043902434	0,3004202	0,19546245	0,087128714	0,01986755	0,35851473	0,12006579	0,14155252	0,02909091	0,09489051	0,085714296	0,058823526	0,16666669
1151_at			1,1534295	1,1727272	2,013632	1,4453125	1,612195	0,8382354	0,80279225	0,6871287	0,13774835	0,4865557	0,04276316	1,3165907	0,6218182	1,3970802	0	1,235294	1,5000001
1152_i_at	CGB	J00117	0,5180505	0,0690909	0,49659202	0,765625	0,33902436	0,018907564	0,31064567	0,34455445	0,5602649	0,2586428	1,0953947	0,90867585	0,3490909	0,4379562	0	0,29411763	0,44444448
1153_f_at	CGB	J00117	1,4638988	0,76363635	1,0418695	0,29296875	1,0682926	1,0315126	0,5933682	0	0	1,3418695	0	0,2891933	1,2036363	0	0	0	0
1154_at	EIF2	J02645	0,74007213	0,87636364	1,1840311	0,41796875	0,64878047	0,5147059	0,38394412	0,67722774	0,25827813	0,78361076	0,36842105	0,47488588	0,44363633	0,62919706	0,37142858	0,58823526	0,5555556
1155_at	MYCL2	J03069	0,18953067	0,5872727	0,2356378	0,6015625	0,063414626	0,65966386	0,3141361	0,17029704	0,23576158	2,3303456	0,32894737	0,24353121	0,18545453	0,10218978	0,05714286	0	0
1156_at	SP1	J03133	0	0	0,07205453	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1157_s_at	IFNAR	J03171	0	0,023636362	0	0,095703125	0	0,04411765	0	0,015841585	0,08874172	0	0	0	0	0,06569343	0	0	0
1158_s_at	CALM1	J04046	0,5415162	1,2490908	0,886076	0,6933594	0,8658536	1,1806723	1,0052354	0,44554454	0,1986755	0,8732394	0,7960527	1,0669711	0,60727274	1,089051	0,25714287	0,4705882	0,7777778
1159_at	IL7	J04156	0,005415162	0	0,13631938	0,021484375	0,03902439	0,018907564	0,003490401	0	0	0	0	0	0	0	0	0	0
115_at	THBS1	X14787	0,10288808	0,001818182	0	0,015625	0	0	0,16055845	0	0	0	0,09210526	0	0	0	0	0	0
1160_at	CYC1	J04444	3,140794	3,0854545	3,8597858	2,4707031	4,9073167	3,384454	2,0907502	0,46732673	1,1947019	2,9065301	1,4473685	0,51445967	3,1272726	0,7167883	0,8571429	1,4705882	0,7777778
1161_at	"HSPCB; HSPC2; D6S182; HSP90B; HSP90-BETA"	J04988	1,135379	1,3218181	1,1450828	1,0039062	1,2829268	1,3319329	0,8621291	0	0,22516556	1,4084507	0	0,17351598	1,610909	0,30364963	0	0,29411763	0,16666669
1162_g_at			0	0	0	0	0,065853655	0	0	0	0	0	0	0	0	0	0	0	0
1163_at			0,037906133	0,07272727	0,066212274	0,18554688	0,107317075	0,0882353	0,097731225	0	0	0	0	0	0,18181817	0	0,05714286	0	0,16666669
1164_at			0,601083	0,48181817	0,47906527	0,6894531	0,56585366	0,9054622	1,0296683	0,46930695	0,07152318	0,6120359	0,56743425	0,55251145	0,73454547	1,2861314	0,77142864	0,29411763	0,5555556
1165_at	IL18	D49950	0,061371837	0,13454545	0	0,109375	0,11707317	0	0	0	0	0,005121639	0,06414474	0,015220701	0,12	0,02627737	0	0	0
1166_at	PSMD2	D78151	2,2797832	2,0254545	2,4926972	1,6992188	1,6560975	3,2962184	1,7207677	0,61980194	0,86887413	4,2509604	1,8717107	0,8843227	3,7454543	0,92116785	1,4857143	1,7647058	1,6666667
1167_s_at	MT2-MMP	D86331	1,1877255	0,45818183	0,4537488	0,2421875	0,7097561	0,9264706	0	0,23168316	0,5523179	0,5505762	0	0,9162862	1,1018181	0	0	0	0
1168_at	ME4	D88797	0,03971119	0	0,101265825	0,17578125	0	0	0	0	0	0,023047375	0,12171053	0	0,025454544	0	0,085714296	0	0
1169_at	ME6	D88799	0,52888083	0,5072727	0,66601753	0,46875	0,3219512	0,33613446	0,3734729	0,6138614	0,5350994	0,37644047	0,48684213	0,42313546	0,41454542	0,23941605	0,37142858	0,35294116	0,2777778
116_at	PRKAR2A	X14968	0,23104692	0,2090909	0,29406038	0,21679688	0,27560976	0,065126054	0,16055845	0	0	0,2637644	0,014802632	0,009132421	0,08363636	0	0	0,058823526	0,05555556
1170_at			0,70758116	0,9763636	0,40895814	0,55078125	0,5902439	0,6680672	0,58638734	0,65148515	0,65298015	0,8117798	0,5575658	0,585997	0,52	0,6481752	0,8	0,35294116	0,3888889
1171_s_at			0	0	0,06231743	0	0	0,68487394	0,25130886	0,06732673	0,197351	0,47119078	0	0,5281583	0,33454543	0,47153282	0	0,17647058	0,16666669
1172_at			0	0	0,074001946	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1173_g_at			3,9422379	5,7854548	4,9756575	4,078125	7,1902432	3,027311	4,1291447	1,8891089	1,3192053	3,8565943	1,0509869	1,9162862	3,712727	2,6656935	1,8857143	4,8235292	4,555556
1174_at			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1175_s_at			0,088447645	0,07272727	0,046738073	0,099609375	0,12926829	0,00210084	0,15706804	0,051485147	0,22119206	0,25096032	0,15789475	0,304414	0	0,061313864	0,02857143	0,058823526	0,11111112
1176_at			0,3483754	0,34181815	0,20058423	0,26171875	0,08536585	0,30252102	0,13961604	0,22376238	0,21059602	0,13572344	0,20394737	0,2952816	0,32363635	0,20145985	0,11428572	0,2352941	0,16666669
1177_at			0,09927797	0	0,37000975	0,28125	0,45609757	0,28361344	0,50959855	0,22376238	0,31523177	0,07170294	0,36348686	0,32267886	0,15636364	0,3489051	0,14285715	0,11764705	0,16666669
1178_at			0,39350176	0,48	0,017526777	0,1875	0	0	0,08376963	0,18415841	0,21721853	0	0,047697373	0	0,11272726	0	0,05714286	0	0
1179_at			1,1101083	2,0745454	1,7916261	1,2851562	2,2756097	1,105042	0,37696332	0	0,011920529	1,5774648	0,060855266	0	0,7272727	0	0	0,58823526	0,5
117_at	HSPA6	X51757	0,030685918	0,061818182	0,09347615	0	0	0,050420173	0	0	0,27284768	0,5633803	0	0,06240487	0	0,097810216	0	0,058823526	0,33333337
1180_g_at			8,815884	10,190908	9,846154	6,9023438	12,243902	8,157563	6,1989527	5,3445544	4,8357615	14,875801	6,2351975	4,584475	7,1381817	5,963504	5,1714287	16,705881	11,388889
1181_at			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1182_at	PLC-L (PLC-epsilon)	D42108	0,37906134	0,74181813	0,5725414	0,37890625	0,4731707	0,2331933	0,26178008	0,23366337	0,098013245	0,03841229	0,3700658	0,11719939	0,3272727	0,14014599	0,02857143	0,41176468	0,8333334
1183_at	CCL17	D43767	0,08122743	0	0,052580334	0,015625	0	0,22268909	0	0	0	0	0,118421055	0,17503805	0	0	0	0	0,05555556
1184_at	PSME2	D45248	1,2129962	1,1672727	1,45667	0,8105469	1,3268293	1,7815127	1,1378707	0,4950495	1,0794702	1,8309859	0,68421054	0,9223744	1,3672726	1,240876	0,2857143	1,9411763	1,7777779
1185_at	"IL3RA; CD123; IL3RX; IL3RY; IL3RAY; hIL-3Ra; MGC34174"	D49410	0,007220216	0,16727272	0,109055504	0	0	0	0,10471203	0,4950495	0,5615894	0	0,3733553	0,33333334	0	0,19562043	0,02857143	0,35294116	0,3888889
1186_at	"GDF10; BMP3B"	D49493	0	0,03454545	0	0	0,002439024	0	0	0	0,025165563	0	0,16776316	0	0	0	0	0	0
1187_at	LIG3	X84740	0,13898915	0	0,1966894	0,20117188	0	0	0	0	0	0,03841229	0	0	0	0	0	0,058823526	0,16666669
1188_g_at	LIG3	X84740	0,12996389	0,18363637	0,14605647	0,07421875	0,07804878	0	0,08027922	0,5861386	0,2900662	0	0,7713816	0,39878237	0,0690909	0,15912408	0,51428574	0,35294116	0,5
1189_at	CDK8	X85753	0	0,04	0,003894839	0	0,19999999	0	0,031413607	0	0	0	0	0	0	0	0	0	0
118_at	ITPKA	X54938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1190_at	PTPRO	Z48541	0,001805054	0	0	0	0,03414634	0	0,041884813	0	0	0	0	0	0	0,055474453	0	0	0
1191_s_at	PSMD11	AB003102	0,016245486	0,08363636	0,052580334	0	0	0	0	0	0	0,11523688	0	0,03805175	0,025454544	0	0	0	0
1192_at	PSMD12	AB003103	1,2888086	1,3327273	1,8753653	1,0136719	1,1146342	0,58613443	0,9354275	0,7544554	0,95364237	0,8706786	0,8470395	1,2222223	0,9781818	2,740146	0,37142858	1,235294	1,8888891
1193_at	UBE3A	AF002224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1194_g_at	UBE3A	AF002224	0,07942238	0,049090907	0,122687444	0,111328125	0	0	0,17102966	0	0	0,09731114	0,003289474	0,108066976	0	0	0	0	0
1195_s_at	Icap-1b	AF012024	0,133574	0,096363634	0,14995131	0,13867188	0,1804878	0,28361344	0,010471203	0	0,08874172	0,22023049	0,055921055	0,12633182	0,11272726	0,15328467	0,02857143	0,17647058	0,22222224
1196_at	RCC1	D00591	0,1805054	0,18181817	0,30769232	0,13867188	0,16829269	0,19327731	0,42233855	0,1920792	0,0807947	0,40973112	0,35361844	0,15525115	0,4181818	0,22189781	0,2	0,17647058	0,2777778
1197_at	"ACTG2; ACTE; ACTA3; ACTSG"	D00654	0,030685918	0,023636362	0	0,00390625	0,03414634	0,28991598	0,13961604	0	0,12980133	0,025608195	0,12006579	0,05631659	0,10545455	0,02627737	0	0,058823526	0
1198_at	hET-BR	D13168	0,111913346	0,19090909	0,2570594	0,22851562	0,1707317	0	0,16404885	0,09504951	0,049006622	0,058898848	0,11184211	0,18569255	0,050909087	0,18832116	0	0,058823526	0,44444448
1199_at	EIF4A1	D13748	0,534296	0,37454545	0,51801366	0,38867188	0,95609754	0,82563025	0,3525305	0	0	1,2112676	0,09046053	0,015220701	0,8618182	0	0	0	0
1200_at	THP1	D14827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1201_at	RAB33A	D14889	0,07039711	0,098181814	0,22200584	0,17382812	0,13414633	0,111344546	0,006980802	0	0	0,1715749	0	0,0761035	0,050909087	0	0	0	0,05555556
1202_g_at	RAB33A	D14889	0,33754513	0,45818183	0,29016554	0,17773438	0,47804877	0,3067227	0,038394414	0,43168315	0,21059602	0,25096032	0,36019737	0,1476408	0,12727273	0,28613138	1	1,235294	0,8333334
1203_at		D17357	0,010830324	0,06	0,031158715	0,14648438	0,036585364	0	0,25130886	0,041584156	0,046357617	0,04865557	0,13157895	0	0,15272726	0,110948905	0,11428572	0	0,11111112
1204_at	DGKG	D26135	0	0	0,09347615	0	0	0,012605043	0	0	0	0	0	0	0	0	0	0,2352941	0
1205_at	DDX7	D26528	0	0	0,011684518	0,001953125	0,1512195	0,079831935	0	0	0	0,05121639	0,009868422	0,16438358	0,06545454	0,00729927	0	0	0,11111112
1206_at	CDK5	X66364	0,046931405	0,13636363	0,056475174	0	0,026829269	0,28781512	0	0	0	0,6017926	0	0	0,44	0,013138685	0,085714296	0	0
1207_at	CDK6	X66365	0,003610108	0	0	0,111328125	0,004878049	0,15546219	0	0,015841585	0,06357616	0,023047375	0	0,10350077	0,13090909	0,02919708	0	0	0,11111112
1208_at	brk	X78549	0,22202165	0,29454547	0,13242455	0,3125	0,24878047	0	0	0	0,26357615	0,1331626	0,28125003	0,27701676	0,123636365	0,002919708	0	0,17647058	0
1209_at	TRAF6	U78798	0,17509024	0,12545455	0,15774101	0,02734375	0,13902438	0,018907564	0	0	0	0,012804098	0	0	0,16363636	0	0	0	0
120_at	ITGA1	X68742	0,599278	0,45454544	0,6212269	0,37109375	0,44634143	0,70798326	0,6143106	0,44554454	0,2834437	0,37131882	0,33717108	0,49467278	0,17454545	0,3708029	0,34285718	0,41176468	0,3888889
1210_s_at	DDR3	U83600	0,016245486	0,06727272	0	0,2109375	0,029268293	0,11344539	0	0	0,056953646	0	0,26151317	0	0,19636363	0,068613134	0,05714286	0,4705882	0,5
1211_s_at	CRADD	U84388	0,77617323	0,92909086	0,88997084	0,90234375	1,0804877	0,7247899	0,45724255	0,52079207	0,53377485	0,55825865	0,60361844	0,9969559	0,57454544	1,3737226	0,6	1,7647058	2,777778
1212_at	GSTZ1	U86529	0,08303248	0,045454543	0,2648491	0,18359375	0,041463416	0	0,27923208	0,15841584	0,28609273	0	0,11348685	0,260274	0	0,09489051	0	0,058823526	0,11111112
1213_at	SRPK2	U88666	0,13176894	0,10727273	0,21032134	0,1015625	0,11707317	0,18067229	0,08027922	0,2970297	0,027814569	0	0,03782895	0,19025876	0,007272727	0,11240876	0,05714286	0,11764705	0,11111112
1214_s_at	"IFNB1; IFB; IFF"	V00535	0,003610108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1217_g_at	PRKCB1	X07109	0,120938614	0	0,056475174	0,123046875	0,08292683	0	0,10471203	0	0,07152318	0,110115245	0,011513158	0	0,014545455	0,16058394	0,02857143	0	0,11111112
1218_at	"NR2F6; EAR2; EAR-2; ERBAL2"	X12794	0	0	0	0	0	0	0	0	0	0	0,08881579	0	0	0	0	0,11764705	0,11111112
1219_at	IRF2	X15949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121_at	PAX8	X69699	1,33574	0,7472727	0,6407011	0,7832031	0,75609756	1,9306724	1,3158813	0,5366337	3,570861	1,6568501	1,2335527	1,8980213	1,8254545	2,2379563	1,2571429	1,2941176	1
1220_g_at	IRF2	X15949	0,5631769	0,32	0,4070107	0,56640625	0,33902436	0,46428573	0	0,36831683	0,44900665	0,16133164	0,36184213	0,18417048	0,5527272	0,3708029	0,2	0,058823526	0,2777778
1221_at	RAB5B	X54871	0,124548726	0,16545455	0,10516067	0,0546875	0	0,077731095	0,06980802	0,15247524	0	0	0,2006579	0,073059365	0,2509091	0	0	0	0
1222_at	PCTK2	X66360	0,09205776	0,005454545	0,08373905	0	0,19268292	0,111344546	0	0,2039604	0,062251654	0,117797695	0,059210528	0	0,09454545	0,04087591	0,17142859	0,2352941	0,05555556
1223_at	PCTK3	X66362	0,075812265	0,23272727	0,12658228	0,22070312	0,402439	0,5315126	0	0,013861386	0	0,58386683	0,2680921	0,00456621	0,5163636	0,1459854	0	0,058823526	0,05555556
1224_at	PCTK1	X66363	0	0,103636354	0,1382668	0	0,22926827	0,18907563	0,24432808	0	0	0,47119078	0	0	0,3309091	0,013138685	0,17142859	0,058823526	0
1225_g_at	PCTK1	X66363	0,24007219	0,5781818	0,1285297	0,1484375	0,6292682	0,2436975	0,3490401	0	0	1,4647888	0	0	0,6836363	0	0	0	0
1226_at	ADAM17	U69611	0	0	0	0,037109375	0	0	0,10471203	0	0	0	0,03782895	0	0	0	0	0	0
1227_g_at	ADAM17	U69611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1228_s_at	MEA11	U73682	0,5036101	0,4072727	0,6329114	0,55859375	0,5219512	0,6428572	0,41884813	0,560396	0,46490064	0,3533931	0,4851974	0,44140032	0,37454545	0,63503647	0,2857143	0,76470584	1,1666666
1229_at	hCRA alpha	U78556	0	0	0	0	0	0	0	0,08316831	0,025165563	0,07682458	0	0,060882803	0	0,07737227	0,11428572	0,058823526	0
122_at	PRIM2A	X74331	0,3104693	0,58363634	0,52190846	0,59765625	0,5219512	0,57563025	0	0	0,789404	0,52496797	0,1332237	0,22222224	0,010909091	0,26131386	0	0,17647058	0,11111112
1230_g_at	hCRA alpha	U78556	0	0,02	0	0	0	0	0	0,059405938	0,03311258	0,03329065	0,027960528	0	0	0	0	0	0
1231_at	UBE2B	M74525	0	0,17818181	0,2278481	0	0,28780487	0,16176471	0,115183234	0,073267326	0,0794702	0,12035851	0	0,24657537	0,1381818	0,21313868	0,11428572	0,2352941	0,33333337
1232_s_at	IGFBP1	M74587	0,35920575	0,07818182	0,29406038	0,23242188	0,12926829	0,22058824	0,20942406	0,3980198	0,25165564	0,12804097	0,31907895	0,3150685	0,16727272	0,259854	0,14285715	0,11764705	0,16666669
1233_s_at	axl	M76125	0	0,03272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1234_at	HEK	M83941	0	0	0,3135346	0	0,012195122	0,2647059	0,3001745	0,6871287	0	0	0	0	0	0,4905109	0	0,35294116	0,05555556
1235_at	YWHAZ	M86400	1,67148	1,530909	1,554041	1,2773438	2,2268293	2,0756304	1,375218	0,5683168	0,7470199	3,3905249	0,86019737	0,39878237	2,4363635	0,93430656	0,54285717	0,9411764	0,94444454
1236_s_at	NF1	M89914	0	0	0	0	0	0	0	0	0	0	0	0	0,07272727	0	0	0	0
1237_at	IEX-1	S81914	1,5505414	1,990909	1,308666	1,2070312	2,4414632	2,5063026	1,0575914	1,5267326	5,0410595	2,809219	2,0361843	1,3409437	1,2399999	0,9080292	1,5714287	2,0588233	1,388889
1238_at	JNK2	U09759	0	0,13272727	0,031158715	0,0390625	0,08536585	0	0	0	0	0,043533932	0	0	0	0	0	0,058823526	0,05555556
1239_s_at	Ich-1	U13021	0,08122743	0	0,08568647	0,27929688	0	0	0,020942407	0,1980198	0	0	0	0	0	0	0	0	0
123_at	PRKCM	X75756	0,45667866	0,15454546	0,27069134	0,080078125	0,14634146	0,14915967	0,19197206	0,03168317	0,047682118	0,17413573	0,12664475	0,018264841	0	0,097810216	0,085714296	0,058823526	0
1240_at	Ich-1	U13022	0,3483754	0,3272727	0,3544304	0,90625	0,5219512	0,34243697	0,26527047	0,31485146	0,37350994	0,40973112	0,46875003	0,37290716	0,32363635	0,33576643	1,0857143	0,82352936	0,5
1241_at	HU-PP-1	U14603	1,5956678	1,6727272	2,5725415	1,4570312	1,2243903	2,3508403	1,9371725	0,6376238	0,60264903	0,8860435	0,7269737	1,0060883	1,7127272	1,1839416	0,71428573	1,4705882	1,6666667
1242_at	ERF	U15655	0,33935013	0,13636363	0	0,390625	0,029268293	0	0	0	0,041059602	0,24071702	0	0,08219179	0,5527272	0,03649635	0	0	0
1243_at	DDB2	U18300	0,5415162	0,5181818	0,5316456	0,3828125	0,63658535	0,5840336	0,024432806	0	0,29933774	0,33546737	0,04276316	0,17047185	0,2581818	0,18248175	0	0,35294116	0
1244_at	Stat2	U18671	0,81046927	0,5854545	0,6815969	0,28320312	0,7731707	0,7857143	0,25479928	0,4613861	0,6490066	0,6786172	0,6957237	0,6940639	0,6181818	0,6919708	0,6	0,58823526	0,66666675
1245_i_at	hPAK65	U25975	0,075812265	0,099999994	0	0,05078125	0,019512195	0,04621849	0	0	0,030463576	0,005121639	0	0,123287685	0	0,061313864	0,02857143	0	0
1246_at	PTPRS	U35234	0,41877255	0,62909085	0	0	0	0,5588235	0,44677135	0,39009902	0,69536424	0	0,83717114	0,44292238	0,3272727	0,540146	0,48571432	0,17647058	0,16666669
1247_g_at	PTPRS	U35234	0,030685918	0,07454545	0,00194742	0	0,004878049	0,0987395	0,03490401	0,7920792	0,18013245	0	0,19901317	0,039573822	0,12	0,18978103	0,68571436	0,6470588	0,7222222
1248_at	hsRPB8	U37689	0,33032486	0,5345454	0,16553068	0,38085938	0,27073172	0,2079832	0,49912736	0	0,28741723	0,8553138	0,65789473	0,40943685	0,17454545	0,071532845	0,2	0,29411763	0,22222224
1249_at	GAB1	U43885	0,133574	0,103636354	0,07984421	0,14257812	0,18536584	0,05882353	0,20244327	0,06732673	0,14172184	0,09731114	0,08223684	0	0,010909091	0,14014599	0	0	0,16666669
1250_at	DNA-PKcs	U47077	0,019855594	0,0690909	0,19279455	0,11328125	0,18780486	0,197479	0	0	0	0,15108836	0	0	0,101818174	0,061313864	0	0,11764705	0,11111112
1251_g_at	rap1GAP	M64788	0,5108303	0,18545453	0,43232718	0,28320312	0,24634147	0,4936975	0	0,061386134	0	0	0	0	0,11636364	0	0,05714286	0,058823526	0
1252_at	DP1	M73547	1,5487365	2,3690908	3,3456671	3,3164062	2,1658537	1,4033614	2,0488656	1,1683168	1,3086094	0,88348275	1,25	2,9604263	1,0072727	2,2496352	0,71428573	3,1764705	6,722223
1253_at	GSK3B	L33801	0,7635378	0,6563636	0,9990263	0,5390625	0,69024384	0,81092435	0,8830714	0,28712872	0,3682119	0,41229194	0,4884869	0,4277017	0,61090904	0,57226276	0,11428572	0,11764705	0,22222224
1254_at	GCAP	L36861	0,32310465	0,3181818	0,22395326	0,33984375	0,15609756	0,26890758	0,3525305	0	0,63311255	0,4276569	0,77302635	0,44140032	0,3890909	0,42919707	0,48571432	0,29411763	0,16666669
1255_g_at	GCAP	L36861	0,2779783	0,23272727	0,2083739	0,42382812	0,21219511	0,11554622	0,10820243	0,059405938	0,2834437	0,11523688	0,069078945	0,26788434	0,05818182	0,1839416	0	0,058823526	0,05555556
1256_at	PTPRD	L38929	0,001805054	0	0	0	0	0	0,090750426	0	0	0	0	0	0,054545455	0	0,05714286	0,058823526	0
1257_s_at	BPGF-1	L42379	0,22021659	0,6054545	0,56669915	0,27929688	0,38536584	0,18907563	0,6910994	0	0	0,76056343	0	0,42009136	0,34181815	0	0	0	0
1258_s_at	ERCC4	L76568	0,21480142	0,3309091	0,41869524	0,115234375	0,4731707	0,1869748	0,15357766	0,35445544	0,105960265	0,30985916	0	0,19939119	0,5163636	0	0,37142858	0,2352941	0,16666669
1259_at		L76568	0	0,49999997	0,25900683	0,5488281	0,85121953	0	0,13263524	0,08316831	0,57880795	0,058898848	0,7450658	0	0,63272727	0,1489051	0,14285715	0,11764705	0,22222224
1260_s_at	GST2	M16594	0	0	0	0	0	0	0	0	0	0,20486556	0	0	0,10545455	0	0	0	0
1261_i_at	GST2	M16594	0	0,31272727	0,15189874	0,23242188	0,44390243	0	0	0,61584157	0	0,58386683	0,17763159	0	0	0,3021898	0,2857143	0,058823526	0,22222224
1262_s_at	TGFB2	M19154	0,075812265	0,038181815	0,009737099	0,048828125	0,065853655	0	0,097731225	0,03960396	0	0,110115245	0,0625	0	0,07636363	0,061313864	0	0	0
1263_at	IL3	M20137	0,38808662	0,43454543	0,2064265	0,20898438	0,3146341	0,58613443	0,3490401	0,65148515	0,038410597	0,3559539	0,375	0,3515982	0	0,5970803	0	0,29411763	0,3888889
1264_at	PTPRF	M25393	0,043321297	0,07090909	0,015579358	0,12109375	0,114634134	0,081932776	0	0	0,060927153	0,081946224	0,08223684	0,19634703	0,087272726	0,04525547	0,085714296	0,058823526	0,11111112
1265_g_at	PTPRF	M25393	0,016245486	0,14363636	0	0,01953125	0	0	0	0	0	0	0,039473686	0,044140033	0,025454544	0,06569343	0	0	0
1266_s_at	LCK	M26692	0,05776173	0	0	0	0,0902439	0,14075631	0	0,3108911	0,17218544	0	0,04111842	0,39117202	0	0,11386862	0	0,17647058	0,11111112
1267_at	PRKCL	M55284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1268_at	UBE1	M58028	0,45126352	0,65090907	0,29990262	1,1757812	1,1073171	1,2100841	0,41884813	0	1,5629139	1,3239437	0,6809211	0,6666667	1,88	0,7518248	0,25714287	0,4705882	0,5
1269_at	PIK3R1	M61906	0,83393496	1,0418181	1,0399221	0,9785156	0,84390235	1,7962185	0,6073298	0,43960395	0	0,4071703	0,52796054	0,3972603	0,81090903	0,72700727	0,22857144	0,35294116	0,5555556
126_s_at	SSX2	X79200	0	0,047272723	0,029211296	0,044921875	0	0	0,06631762	0	0	0	0,032894738	0	0	0,04525547	0	0	0
1270_at	rap1GAP	M64788	0,077617325	0,9236363	0,33885103	0,6816406	0	0,39285716	0,60383934	1,0772277	0,77483445	0,5889885	0,71381587	0,57229835	0,49090907	0,46277374	0,14285715	0,7058823	0,94444454
1271_g_at	RELA	L19067	0,9440432	0,9181818	0,9036028	0,5839844	0,9	1,869748	1,2146596	0,990099	2,3377483	1,7618439	1,2648027	1,3637748	1,3236364	1,2481751	0,8857143	0,8823529	0,7222222
1272_at	EIF2S3	L19161	0,00902527	0,15454546	0,1187926	0,21875	0,121951215	0,14495799	0	0,03960396	0,10331126	0,14852753	0,1513158	0,11872147	0	0,03649635	0	0,058823526	0,05555556
1273_r_at	CDC34	L22005	1,0198555	1,3709091	1,3807206	1,3398438	1,497561	1,1890756	0,9493891	0	0,8238411	1,4366198	0	1,6133943	1,8836362	0,5956204	0	0	0,05555556
1274_s_at	CDC34	L22005	0,5487364	0,6272727	0,67770207	0,25	0,58780485	0,5588235	0,565445	0,6316832	1,5523179	0,55569786	0,82730263	0,9923896	0,3272727	1,0277373	0,8	0,4705882	0,5555556
1275_at	PGGT1B	L25441	0	0,101818174	0	0,095703125	0	0,023109244	0,041884813	0,01980198	0,09139073	0,030729836	0,03782895	0,079147644	0	0	0	0	0,05555556
