# Input,ChemicalName,ChemicalID,CasRN,GeneSymbol,GeneID,Organism,OrganismID,Interaction,InteractionActions,PubMedIDs
c1qb,"1,2,5,6-dibenzanthracene",C026486,53-70-3,C1QB,713,Mus musculus,10090,"1,2,5,6-dibenzanthracene results in decreased expression of C1QB mRNA",decreases^expression,26377693
c1qb,PTC-209,C586999,,C1QB,713,Mus musculus,10090,[IGF1 protein co-treated with MM-589 co-treated with A-83-01 co-treated with PTC-209] results in decreased expression of C1QB mRNA,affects^cotreatment|decreases^expression,31023824
c1qb,pyrachlostrobin,C513428,,C1QB,713,Mus musculus,10090,pyrachlostrobin results in increased expression of C1QB mRNA,increases^expression,27029645
c1qb,Raloxifene Hydrochloride,D020849,,C1QB,713,Rattus norvegicus,10116,Raloxifene Hydrochloride affects the expression of C1QB mRNA,affects^expression,16079270
c1qb,Resveratrol,D000077185,,C1QB,713,Rattus norvegicus,10116,[Resveratrol co-treated with Streptozocin] results in increased expression of C1QB mRNA,affects^cotreatment|increases^expression,25905778
c1qb,Resveratrol,D000077185,,C1QB,713,Rattus norvegicus,10116,Resveratrol results in increased expression of C1QB mRNA,increases^expression,25905778
c1qb,Rotenone,D012402,83-79-4,C1QB,713,Rattus norvegicus,10116,Rotenone results in increased expression of C1QB mRNA,increases^expression,28374803
c1qb,Selenium,D012643,7782-49-2,C1QB,713,Homo sapiens,9606,Selenium results in increased expression of C1QB mRNA,increases^expression,19244175
c1qb,Silicon Dioxide,D012822,7631-86-9,C1QB,713,Mus musculus,10090,Silicon Dioxide results in decreased expression of C1QB mRNA,decreases^expression,23221170
c1qb,Silicon Dioxide,D012822,7631-86-9,C1QB,713,Mus musculus,10090,Silicon Dioxide results in increased expression of C1QB mRNA,increases^expression,29341224
c1qb,sodium arsenate,C009277,,C1QB,713,Danio rerio,7955,sodium arsenate results in decreased expression of C1QB mRNA,decreases^expression,23922661
c1qb,Soman,D012999,96-64-0,C1QB,713,Rattus norvegicus,10116,Soman results in increased expression of C1QB mRNA,increases^expression,19281266
c1qb,Soot,D053260,,C1QB,713,Mus musculus,10090,Soot results in increased expression of C1QB mRNA,increases^expression,26551751
c1qb,Streptozocin,D013311,18883-66-4,C1QB,713,Rattus norvegicus,10116,[Resveratrol co-treated with Streptozocin] results in increased expression of C1QB mRNA,affects^cotreatment|increases^expression,25905778
c1qb,Streptozocin,D013311,18883-66-4,C1QB,713,Rattus norvegicus,10116,Streptozocin results in increased expression of C1QB mRNA,increases^expression,16684804
c1qb,Streptozocin,D013311,18883-66-4,C1QB,713,Rattus norvegicus,10116,vanadyl sulfate inhibits the reaction [Streptozocin results in increased expression of C1QB mRNA],decreases^reaction|increases^expression,16684804
c1qb,St. Thomas' Hospital cardioplegic solution,C041711,,C1QB,713,Rattus norvegicus,10116,St. Thomas' Hospital cardioplegic solution results in decreased expression of C1QB mRNA,decreases^expression,16214533
c1qb,systhane,C446685,,C1QB,713,Rattus norvegicus,10116,systhane results in decreased expression of C1QB mRNA,decreases^expression,32268158
c1qb,Tacrolimus,D016559,109581-93-3,C1QB,713,Mus musculus,10090,Tacrolimus results in increased expression of C1QB mRNA,increases^expression,29362864
c1qb,Tamoxifen,D013629,10540-29-1,C1QB,713,Rattus norvegicus,10116,[Bexarotene co-treated with Tamoxifen] results in decreased expression of C1QB mRNA,affects^cotreatment|decreases^expression,17630414
c1qb,Testosterone,D013739,58-22-0,C1QB,713,Mus musculus,10090,"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane inhibits the reaction [Testosterone deficiency results in increased expression of C1QB mRNA]",decreases^reaction|increases^expression,33848595
c1qb,Testosterone,D013739,58-22-0,C1QB,713,Mus musculus,10090,Testosterone deficiency results in increased expression of C1QB mRNA,increases^expression,33848595
c1qb,Testosterone,D013739,58-22-0,C1QB,713,Rattus norvegicus,10116,[estradiol 3-benzoate co-treated with [Testosterone co-treated with Estradiol]] results in increased expression of C1QB mRNA,affects^cotreatment|increases^expression,32741896
c1qb,Tetrachlorodibenzodioxin,D013749,1746-01-6,C1QB,713,Mus musculus,10090,Tetrachlorodibenzodioxin affects the expression of C1QB mRNA,affects^expression,24680724|28922406
c1qb,Tetrachlorodibenzodioxin,D013749,1746-01-6,C1QB,713,Mus musculus,10090,[Tetrachlorodibenzodioxin co-treated with Ethinyl Estradiol] results in increased expression of C1QB mRNA,affects^cotreatment|increases^expression,17942748
c1qb,Tetrachlorodibenzodioxin,D013749,1746-01-6,C1QB,713,Mus musculus,10090,Tetrachlorodibenzodioxin results in decreased expression of C1QB mRNA,decreases^expression,19465110
c1qb,Tetrachlorodibenzodioxin,D013749,1746-01-6,C1QB,713,Mus musculus,10090,Tetrachlorodibenzodioxin results in increased expression of C1QB mRNA,increases^expression,16960034
c1qb,Tetrachlorodibenzodioxin,D013749,1746-01-6,C1QB,713,Rattus norvegicus,10116,Tetrachlorodibenzodioxin affects the expression of C1QB mRNA,affects^expression,34747641
c1qb,Tetrachlorodibenzodioxin,D013749,1746-01-6,C1QB,713,Rattus norvegicus,10116,Tetrachlorodibenzodioxin results in increased expression of C1QB mRNA,increases^expression,21215274|22808131|32109520
c1qb,Tetradecanoylphorbol Acetate,D013755,16561-29-8,C1QB,713,Oryctolagus cuniculus,9986,[Tetradecanoylphorbol Acetate co-treated with Ionomycin] results in decreased expression of C1QB mRNA,affects^cotreatment|decreases^expression,25613284
c1qb,Thioacetamide,D013853,62-55-5,C1QB,713,Rattus norvegicus,10116,[Diethylnitrosamine co-treated with Thioacetamide] results in increased expression of C1QB mRNA,affects^cotreatment|increases^expression,28943392
c1qb,titanium dioxide,C009495,13463-67-7,C1QB,713,Mus musculus,10090,[titanium dioxide co-treated with Azoxymethane co-treated with Dextran Sulfate] results in decreased expression of C1QB mRNA,affects^cotreatment|decreases^expression,29950665
c1qb,titanium dioxide,C009495,13463-67-7,C1QB,713,Mus musculus,10090,titanium dioxide results in increased expression of C1QB mRNA,increases^expression,21259345|23557971
c1qb,Tobacco Smoke Pollution,D014028,,C1QB,713,Mus musculus,10090,[APOE gene mutant form affects the susceptibility to Tobacco Smoke Pollution] which results in increased expression of C1QB mRNA,affects^response to substance|increases^expression,24096154
c1qb,Tobacco Smoke Pollution,D014028,,C1QB,713,Mus musculus,10090,Tobacco Smoke Pollution affects the expression of C1QB mRNA,affects^expression,20133372
c1qb,Topotecan,D019772,123948-87-8,C1QB,713,Rattus norvegicus,10116,[Oxaliplatin co-treated with Topotecan] results in increased expression of C1QB mRNA,affects^cotreatment|increases^expression,25729387
c1qb,"Toxins, Biological",D014118,,C1QB,713,Mus musculus,10090,"Toxins, Biological affects the expression of C1QB mRNA",affects^expression,19682533
c1qb,Trichloroethylene,D014241,79-01-6,C1QB,713,Mus musculus,10090,Trichloroethylene results in decreased expression of C1QB mRNA,decreases^expression,19448997
c1qb,trimellitic anhydride,C015559,552-30-7,C1QB,713,Mus musculus,10090,trimellitic anhydride results in increased expression of C1QB mRNA,increases^expression,16141432
c1qb,trimethyltin,C046488,1631-73-8,C1QB,713,Mus musculus,10090,trimethyltin results in increased expression of C1QB mRNA,increases^expression,21435392|24002884
c1qb,Trinitrobenzenesulfonic Acid,D014302,2508-19-2,C1QB,713,Mus musculus,10090,Curcumin inhibits the reaction [Trinitrobenzenesulfonic Acid results in increased expression of C1QB mRNA],decreases^reaction|increases^expression,18200517
c1qb,Trinitrobenzenesulfonic Acid,D014302,2508-19-2,C1QB,713,Mus musculus,10090,Trinitrobenzenesulfonic Acid results in increased expression of C1QB mRNA,increases^expression,17982090|18200517
c1qb,Troglitazone,D000077288,97322-87-7,C1QB,713,Mus musculus,10090,Troglitazone results in increased expression of C1QB mRNA,increases^expression,28973697
c1qb,vanadyl sulfate,C034028,27774-13-6,C1QB,713,Rattus norvegicus,10116,vanadyl sulfate inhibits the reaction [Streptozocin results in increased expression of C1QB mRNA],decreases^reaction|increases^expression,16684804
c1qb,Vancomycin,D014640,1404-90-6,C1QB,713,Mus musculus,10090,Vancomycin results in decreased expression of C1QB mRNA,decreases^expression,18930951
c1qb,vinclozolin,C025643,50471-44-8,C1QB,713,Rattus norvegicus,10116,vinclozolin results in decreased expression of C1QB mRNA,decreases^expression,23034163
c1qb,vinylidene chloride,C029297,75-35-4,C1QB,713,Mus musculus,10090,vinylidene chloride results in increased expression of C1QB mRNA,increases^expression,26682919
c1qb,Zinc,D015032,7440-66-6,C1QB,713,Homo sapiens,9606,C1QB protein binds to Zinc,affects^binding,23896426
c1qb,Zinc,D015032,7440-66-6,C1QB,713,Homo sapiens,9606,Zinc deficiency results in increased expression of C1QB mRNA,increases^expression,22171008
c1qc,"1,2-Dimethylhydrazine",D019813,540-73-8,C1QC,714,Mus musculus,10090,"1,2-Dimethylhydrazine results in increased expression of C1QC mRNA",increases^expression,22206623
c1qc,"1,2-dithiol-3-thione",C049325,,C1QC,714,Rattus norvegicus,10116,"1,2-dithiol-3-thione results in decreased expression of C1QC mRNA",decreases^expression,19162173
c1qc,1-Naphthylisothiocyanate,D015058,551-06-4,C1QC,714,Rattus norvegicus,10116,1-Naphthylisothiocyanate results in increased expression of C1QC mRNA,increases^expression,25380136
c1qc,"2,4,6-tribromophenol",C004554,118-79-6,C1QC,714,Homo sapiens,9606,"2,4,6-tribromophenol results in decreased expression of C1QC mRNA",decreases^expression,31675489
c1qc,2-chloro-N-(4-chlorobiphenyl-2-yl)nicotinamide,C550088,,C1QC,714,Rattus norvegicus,10116,[azoxystrobin co-treated with 2-chloro-N-(4-chlorobiphenyl-2-yl)nicotinamide co-treated with Chlorpyrifos co-treated with glyphosate co-treated with imidacloprid co-treated with Thiabendazole] results in decreased expression of C1QC mRNA,affects^cotreatment|decreases^expression,33854195
c1qc,"3,4,5,3',4'-pentachlorobiphenyl",C023035,57465-28-8,C1QC,714,Rattus norvegicus,10116,"3,4,5,3',4'-pentachlorobiphenyl results in increased expression of C1QC mRNA",increases^expression,23196670
c1qc,"4,4'-diaminodiphenylmethane",C009505,101-77-9,C1QC,714,Rattus norvegicus,10116,"4,4'-diaminodiphenylmethane results in increased expression of C1QC mRNA",increases^expression,25380136
c1qc,"4-amino-2,6-dinitrotoluene",C035207,19406-51-0,C1QC,714,Rattus norvegicus,10116,"4-amino-2,6-dinitrotoluene affects the expression of C1QC mRNA",affects^expression,21346803
c1qc,"9,10-Dimethyl-1,2-benzanthracene",D015127,57-97-6,C1QC,714,Mus musculus,10090,"9,10-Dimethyl-1,2-benzanthracene affects the expression of C1QC mRNA",affects^expression,21785161
c1qc,A-83-01,C507011,,C1QC,714,Mus musculus,10090,[IGF1 protein co-treated with MM-589 co-treated with A-83-01 co-treated with PTC-209] results in decreased expression of C1QC mRNA,affects^cotreatment|decreases^expression,31023824
c1qc,acetamide,C030686,60-35-5,C1QC,714,Rattus norvegicus,10116,acetamide results in increased expression of C1QC mRNA,increases^expression,31881176
c1qc,Acetaminophen,D000082,103-90-2,C1QC,714,Mus musculus,10090,Acetaminophen affects the expression of C1QC mRNA,affects^expression,17562736
c1qc,Acrylamide,D020106,79-06-1,C1QC,714,Rattus norvegicus,10116,Acrylamide affects the expression of C1QC mRNA,affects^expression,28959563
c1qc,Aflatoxin B1,D016604,1162-65-8,C1QC,714,Homo sapiens,9606,Aflatoxin B1 results in decreased methylation of C1QC exon,decreases^methylation,30157460
c1qc,Aflatoxin B1,D016604,1162-65-8,C1QC,714,Rattus norvegicus,10116,Aflatoxin B1 results in decreased expression of C1QC mRNA,decreases^expression,33354967
c1qc,Amitriptyline,D000639,50-48-6,C1QC,714,Rattus norvegicus,10116,Amitriptyline results in increased expression of C1QC mRNA,increases^expression,22341215
c1qc,"amphotericin B, deoxycholate drug combination",C059765,87687-70-5,C1QC,714,Mus musculus,10090,"amphotericin B, deoxycholate drug combination results in increased expression of C1QC mRNA",increases^expression,22863853
c1qc,"Antigens, Dermatophagoides",D039741,,C1QC,714,Mus musculus,10090,"[Particulate Matter co-treated with Antigens, Dermatophagoides] results in increased expression of C1QC mRNA",affects^cotreatment|increases^expression,34051097
c1qc,Antirheumatic Agents,D018501,,C1QC,714,Homo sapiens,9606,Antirheumatic Agents results in decreased expression of C1QC mRNA,decreases^expression,24449571
c1qc,aristolochic acid I,C000228,313-67-7,C1QC,714,Rattus norvegicus,10116,[aristolochic acid I co-treated with aristolochic acid II] results in increased expression of C1QC mRNA,affects^cotreatment|increases^expression,23912714
c1qc,aristolochic acid II,C042310,475-80-9,C1QC,714,Rattus norvegicus,10116,[aristolochic acid I co-treated with aristolochic acid II] results in increased expression of C1QC mRNA,affects^cotreatment|increases^expression,23912714
c1qc,Atrazine,D001280,1912-24-9,C1QC,714,Cyprinus carpio,7962,Atrazine results in decreased expression of C1QC mRNA,decreases^expression,31315571
c1qc,Aza Compounds,D001372,,C1QC,714,Rattus norvegicus,10116,Aza Compounds results in decreased expression of C1QC mRNA,decreases^expression,20521778
c1qc,Aza Compounds,D001372,,C1QC,714,Rattus norvegicus,10116,Aza Compounds results in increased expression of C1QC mRNA,increases^expression,20521778
c1qc,AZM551248,C547126,,C1QC,714,Canis lupus familiaris,9615,AZM551248 results in increased expression of C1QC mRNA,increases^expression,22323515
c1qc,azoxystrobin,C087670,131860-33-8,C1QC,714,Rattus norvegicus,10116,[azoxystrobin co-treated with 2-chloro-N-(4-chlorobiphenyl-2-yl)nicotinamide co-treated with Chlorpyrifos co-treated with glyphosate co-treated with imidacloprid co-treated with Thiabendazole] results in decreased expression of C1QC mRNA,affects^cotreatment|decreases^expression,33854195
c1qc,Benzo(a)pyrene,D001564,50-32-8,C1QC,714,Homo sapiens,9606,Benzo(a)pyrene results in decreased methylation of C1QC 5' UTR,decreases^methylation,27901495
c1qc,Benzo(a)pyrene,D001564,50-32-8,C1QC,714,Mus musculus,10090,AHR protein affects the reaction [Benzo(a)pyrene affects the expression of C1QC mRNA],affects^expression|affects^reaction,22228805
c1qc,Benzo(a)pyrene,D001564,50-32-8,C1QC,714,Rattus norvegicus,10116,Benzo(a)pyrene results in decreased expression of C1QC mRNA,decreases^expression,21839799
c1qc,bis(4-hydroxyphenyl)sulfone,C543008,80-09-1,C1QC,714,Mus musculus,10090,bis(4-hydroxyphenyl)sulfone results in increased expression of C1QC mRNA,increases^expression,30951980
c1qc,bisphenol A,C006780,80-05-7,C1QC,714,Danio rerio,7955,bisphenol A affects the expression of C1QC mRNA,affects^expression,21786754
c1qc,bisphenol A,C006780,80-05-7,C1QC,714,Mus musculus,10090,bisphenol A results in decreased expression of C1QC mRNA,decreases^expression,25594700|35598803
c1qc,bisphenol A,C006780,80-05-7,C1QC,714,Mus musculus,10090,bisphenol A results in increased expression of C1QC mRNA,increases^expression,23798566
c1qc,bisphenol A,C006780,80-05-7,C1QC,714,Mus musculus,10090,bisphenol A results in increased methylation of C1QC promoter,increases^methylation,27312807
c1qc,bisphenol A,C006780,80-05-7,C1QC,714,Rattus norvegicus,10116,bisphenol A results in decreased expression of C1QC mRNA,decreases^expression,25181051
c1qc,bisphenol F,C000611646,,C1QC,714,Mus musculus,10090,bisphenol F results in increased expression of C1QC mRNA,increases^expression,30951980
c1qc,Cadmium,D002104,7440-43-9,C1QC,714,Homo sapiens,9606,C1QC protein binds to Cadmium,affects^binding,23896426
c1qc,Cadmium Chloride,D019256,10108-64-2,C1QC,714,Rattus norvegicus,10116,Cadmium Chloride results in decreased expression of C1QC mRNA,decreases^expression,25993096
c1qc,Calcitriol,D002117,32222-06-3,C1QC,714,Homo sapiens,9606,Calcitriol results in decreased expression of C1QC mRNA,decreases^expression,26485663
c1qc,Cannabidiol,D002185,13956-29-1,C1QC,714,Rattus norvegicus,10116,Cannabidiol inhibits the reaction [Ketamine results in decreased expression of C1QC mRNA],decreases^expression|decreases^reaction,31823199
c1qc,Captan,D002215,133-06-2,C1QC,714,Mus musculus,10090,Captan results in decreased expression of C1QC mRNA,decreases^expression,31558096
c1qc,Carbon Tetrachloride,D002251,56-23-5,C1QC,714,Mus musculus,10090,Carbon Tetrachloride results in increased expression of C1QC mRNA,increases^expression,27339419|31919559
c1qc,Cellulose,D002482,9004-34-6,C1QC,714,Mus musculus,10090,[perfluorooctane sulfonic acid co-treated with Cellulose] results in increased expression of C1QC mRNA,affects^cotreatment|increases^expression,36331819
c1qc,Chlordecone,D007631,143-50-0,C1QC,714,Mus musculus,10090,Chlordecone results in increased expression of C1QC mRNA,increases^expression,33711761
c1qc,Chlormequat,D002716,999-81-5,C1QC,714,Rattus norvegicus,10116,Chlormequat results in increased expression of C1QC protein,increases^expression,34958886
c1qc,Chlorpyrifos,D004390,2921-88-2,C1QC,714,Rattus norvegicus,10116,[azoxystrobin co-treated with 2-chloro-N-(4-chlorobiphenyl-2-yl)nicotinamide co-treated with Chlorpyrifos co-treated with glyphosate co-treated with imidacloprid co-treated with Thiabendazole] results in decreased expression of C1QC mRNA,affects^cotreatment|decreases^expression,33854195
c1qc,Chlorpyrifos,D004390,2921-88-2,C1QC,714,Rattus norvegicus,10116,Chlorpyrifos results in increased methylation of C1QC gene,increases^methylation,32905263
